i,x,y,deg
0,-0.874704065435,-0.249841373508,45.000000000000
1,-0.524822439261,0.249841373508,225.000000000000
2,-0.174940813087,0.749524120524,45.000000000000
3,0.174940813087,1.249206867541,225.000000000000
4,-0.524822439261,-0.749524120524,225.000000000000
5,-0.174940813087,-0.249841373508,45.000000000000
6,0.174940813087,0.249841373508,225.000000000000
7,0.524822439261,0.749524120524,45.000000000000
8,-0.174940813087,-1.249206867541,45.000000000000
9,0.174940813087,-0.749524120524,225.000000000000
