i,x,y,deg
0,-1.230000000000,-1.120000000000,-45.000000000000
1,-0.410000000000,-1.120000000000,45.000000000000
2,0.410000000000,-1.120000000000,-45.000000000000
3,1.230000000000,-1.120000000000,45.000000000000
4,-1.230000000000,0.000000000000,45.000000000000
5,-0.410000000000,0.000000000000,-45.000000000000
6,0.410000000000,0.000000000000,45.000000000000
7,1.230000000000,0.000000000000,-45.000000000000
8,-1.230000000000,1.120000000000,-45.000000000000
9,-0.410000000000,1.120000000000,45.000000000000
