i,x,y,deg
0,1.704507130097,0.000000000000,0.000000000000
1,1.378975235282,1.001884153499,36.000000000000
2,0.526721670233,1.621082613151,72.000000000000
3,-0.526721670233,1.621082613151,108.000000000000
4,-1.378975235282,1.001884153499,144.000000000000
5,-1.704507130097,0.000000000000,180.000000000000
6,-1.378975235282,-1.001884153499,216.000000000000
7,-0.526721670233,-1.621082613151,252.000000000000
8,0.526721670233,-1.621082613151,288.000000000000
9,1.378975235282,-1.001884153499,324.000000000000
