# prefix=N16_job5048413_task16 run_id=16 seed=12345 L=2.9760963602504011 best_feas=0 N=16
i,cx,cy,theta_rad
0,-1.2363310648156123,-1.074204992116631,5.2818862628926535
1,0.060631318112304156,1.2603114771099877,3.0413423409006999
2,0.63888879328301318,0.10397873784441469,0.63579416944154421
3,-0.5216530613324577,1.14778694700183,2.4256468624679886
4,1.2723591862079622,-1.1356034688971612,1.9063216038670467
5,0.47365794645218828,1.0219574656293844,4.6731050536435577
6,-0.57839150975715015,0.34716597105068181,4.5700352373632116
7,-1.1194174825234628,1.2368794451110707,2.9458112212822471
8,-0.62304954786778843,-0.16792248903980478,2.2091189673398661
9,-0.10930221288986225,-0.4629266809183793,5.7806436499400053
10,-1.1225981423970735,0.26667951398500439,2.9023862211119185
11,0.96730905129668787,-0.5670807512248599,1.6973352222592641
12,1.2678676962156616,0.60713263755973679,1.6070056574278346
13,-0.63970920368126483,-1.1181732544478209,4.2469367392636412
14,0.93690473107922179,0.044059486688305782,3.7991804996879184
15,0.36992003423348391,-1.1418016715621691,1.2440736162566657
