run_id,seed,method,N,R,wall_sec,probe_idx,L_current,best_energy,best_feas,feasible_ever,L_best,event
1,2000,ms,50,10,0.00,0,6.308031,1.000000e+30,0.000000e+00,0,,probe_start
1,2000,ms,50,10,10.00,0,6.308031,3.190296e-03,3.190296e-03,0,,probe_end
1,2000,ms,50,10,10.00,1,7.709815,3.190296e-03,0.000000e+00,0,,probe_start
1,2000,ms,50,10,20.00,1,7.709815,2.128005e-05,2.128005e-05,0,,probe_end
1,2000,ms,50,10,20.00,2,8.410707,2.128005e-05,0.000000e+00,0,,probe_start
1,2000,ms,50,10,23.00,2,8.410707,0.000000e+00,0.000000e+00,1,8.410707,probe_end
1,2000,ms,50,10,23.00,3,8.060261,0.000000e+00,0.000000e+00,1,8.410707,probe_start
1,2000,ms,50,10,27.00,3,8.060261,0.000000e+00,8.241506e-08,1,8.060261,probe_end
1,2000,ms,50,10,27.00,4,7.885038,0.000000e+00,0.000000e+00,1,8.060261,probe_start
1,2000,ms,50,10,37.00,4,7.885038,0.000000e+00,5.450244e-05,1,8.060261,probe_end
1,2000,ms,50,10,37.00,5,7.972650,0.000000e+00,0.000000e+00,1,8.060261,probe_start
1,2000,ms,50,10,57.00,5,7.972650,0.000000e+00,1.544358e-05,1,8.060261,probe_end
1,2000,ms,50,10,57.00,6,8.016456,0.000000e+00,0.000000e+00,1,8.060261,probe_start
1,2000,ms,50,10,72.00,6,8.016456,0.000000e+00,6.218853e-09,1,8.016456,probe_end
1,2000,ms,50,10,72.00,7,7.994553,0.000000e+00,0.000000e+00,1,8.016456,probe_start
1,2000,ms,50,10,92.00,7,7.994553,0.000000e+00,2.257162e-06,1,8.016456,probe_end
1,2000,ms,50,10,92.00,8,8.005504,0.000000e+00,0.000000e+00,1,8.016456,probe_start
1,2000,ms,50,10,112.00,8,8.005504,0.000000e+00,1.260454e-05,1,8.016456,probe_end
1,2000,ms,50,10,112.00,9,8.010980,0.000000e+00,0.000000e+00,1,8.016456,probe_start
1,2000,ms,50,10,113.00,9,8.010980,0.000000e+00,2.521233e-07,1,8.010980,probe_end
