run_id,seed,method,N,R,probe_idx,wall_sec_start,wall_sec_end,L_lo,L_hi,L_mid,slice_budget_sec,slice_used_sec,feasible,min_energy,min_feas,resample_events,L_best,bracket_width
0,42,ms,100,10,0,0.00,15.00,9.912114,14.868171,9.912114,15.00,15.00,0,1.461691e-02,1.461691e-02,0,,4.956057
0,42,ms,100,10,1,15.00,30.00,12.390142,14.868171,12.390142,15.00,15.00,0,9.479405e-04,9.479405e-04,0,,2.478028
0,42,ms,100,10,2,30.00,45.00,13.629156,14.868171,13.629156,15.00,15.00,0,2.700761e-04,2.700761e-04,0,,1.239014
0,42,ms,100,10,3,45.00,60.00,14.248664,14.868171,14.248664,15.00,15.00,0,2.618395e-05,2.618395e-05,0,,0.619507
0,42,ms,100,10,4,60.00,75.00,14.558417,14.868171,14.558417,15.00,15.00,0,1.937330e-05,1.937330e-05,0,,0.309754
0,42,ms,100,10,5,75.00,105.00,14.713294,14.868171,14.713294,30.00,30.00,0,3.123718e-05,3.123718e-05,0,,0.154877
0,42,ms,100,10,6,105.00,135.00,14.790732,14.868171,14.790732,30.00,30.00,0,2.482989e-05,2.482989e-05,0,,0.077438
0,42,ms,100,10,7,135.00,155.00,14.790732,14.829452,14.829452,30.00,20.00,1,4.475114e-07,4.475114e-07,0,14.829452,0.038719
0,42,ms,100,10,8,155.00,185.00,14.810092,14.829452,14.810092,30.00,30.00,0,7.551435e-06,7.551435e-06,0,14.829452,0.019360
0,42,ms,100,10,9,185.00,215.00,14.819772,14.829452,14.819772,30.00,30.00,0,6.132912e-05,6.132912e-05,0,14.829452,0.009680
