i,x,y,deg
0,-0.483464505232,-0.771387235915,0.000000000000
1,-0.032520788184,-0.522330952963,180.000000000000
2,0.421624551948,-0.768185612831,0.000000000000
3,0.843097321005,-0.274613544987,180.000000000000
4,-0.755448672338,0.112273614290,180.000000000000
5,-0.070737696199,-0.117077504863,0.000000000000
6,0.279570934474,0.685571043721,180.000000000000
7,0.691689269407,0.034453731723,0.000000000000
8,-0.793337909447,0.515077857377,0.000000000000
9,-0.342130080658,0.763870028588,180.000000000000
