i,x,y,deg
0,0.664436476843,0.422059854213,0.000000000000
1,0.267930400166,0.744293568661,36.000000000000
2,-0.191291042549,0.764681736929,72.000000000000
3,-0.626091224538,0.492141711503,108.000000000000
4,-0.787562896144,0.061782251680,144.000000000000
5,-0.686021338679,-0.450164141717,180.000000000000
6,-0.283921776498,-0.758969354656,216.000000000000
7,0.223454802737,-0.774804859653,252.000000000000
8,0.632302392767,-0.480005514337,288.000000000000
9,0.786764476000,-0.021015909403,324.000000000000
