i,x,y,deg
0,-0.725011644473,-0.285560688295,45.000000000000
1,-0.504147727867,0.525060107212,225.000000000000
2,-0.009087007698,0.666746088318,45.000000000000
3,0.321092814575,1.162563970353,225.000000000000
4,-0.333718796970,-0.609093968260,225.000000000000
5,-0.031867903772,-0.306394081461,45.000000000000
6,0.300677348503,0.188664671942,225.000000000000
7,0.795668101368,0.330144037417,45.000000000000
8,-0.365793620216,-1.228690273059,45.000000000000
9,0.317322064077,-0.443439809438,225.000000000000
