i,x,y,deg
0,-1.173295704524,-0.532720135011,-45.000000000000
1,-0.216524845679,-0.819955827628,45.000000000000
2,0.087249120954,-0.628755047430,-45.000000000000
3,1.203726670016,-0.570208768855,45.000000000000
4,-0.835871398904,0.170525905502,45.000000000000
5,-0.425723626226,-0.055612315877,-45.000000000000
6,0.625108147073,0.162732427105,45.000000000000
7,0.926517167407,0.356298153601,-45.000000000000
8,-0.710148230235,0.618624583682,-45.000000000000
9,0.243740212731,0.923159826221,45.000000000000
