i,x,y,deg
0,-1.080000000000,-1.020000000000,0.000000000000
1,-0.360000000000,-1.020000000000,180.000000000000
2,0.360000000000,-1.020000000000,0.000000000000
3,1.080000000000,-1.020000000000,180.000000000000
4,-1.080000000000,0.000000000000,180.000000000000
5,-0.360000000000,0.000000000000,0.000000000000
6,0.360000000000,0.000000000000,180.000000000000
7,1.080000000000,0.000000000000,0.000000000000
8,-1.080000000000,1.020000000000,0.000000000000
9,-0.360000000000,1.020000000000,180.000000000000
