# prefix=N56_job5048456_task56 run_id=56 seed=12345 L=5.8764102529280207 best_feas=0 N=56
i,cx,cy,theta_rad
0,0.15241531805129482,-2.5831246530260379,1.5650484827127564
1,1.727899549727085,-0.7096715343645964,0.4316421041800354
2,0.36663268444400748,-0.18660663866898392,4.3776483047266552
3,1.1920504739845903,-1.5121660252504989,5.1030069221261822
4,0.16090653431589896,-0.65480261828974995,1.3201518406468287
5,0.43440857249860243,1.6582650501818628,0.97449687181199063
6,-1.5544860544409165,1.6905766743088797,4.1626927347965639
7,1.0617159026359719,-1.9876410039647312,3.4406465030593716
8,0.77030710195758179,-1.7986034255784509,0.12271010848635035
9,1.6796851469904481,1.1284000014308251,4.3301441778170533
10,2.1476952044870763,-0.32576943053973706,4.3879194941208262
11,-2.5868213143330627,-1.5516361071702236,3.6918727635029249
12,1.4951480161948323,1.4658578537642888,1.1789754263762449
13,2.0492243747511569,-2.2276152208442159,2.6205866155128121
14,-1.7420577650126194,-2.2084890893850244,3.8064445215543237
15,-1.4802596572381908,0.97889967453081939,4.3346786357139591
16,1.1578788408480523,0.28967959799790871,0.58068697203322128
17,-2.4669739387423393,-0.53455657872321438,0.380458471770317
18,1.0942984954208723,-0.0211079523676313,3.520018918358331
19,-0.62659684156948736,1.301267000501555,5.685945473306564
20,-1.1446762080930815,2.7152739751187958,3.6010603591405408
21,0.72012851979345605,-2.6277707979661979,0.32128195953198868
22,0.61566828655514105,2.5118389304399051,4.9153027957721029
23,-0.97964035131070581,-1.3141133798300717,0.8599690136707866
24,2.6789557072818044,-2.3505702981256293,2.3839845002960929
25,0.20660303796743584,-1.479911989769942,0.66591581981386105
26,0.10690953846062898,2.4367917950916311,0.92943483969586116
27,2.2259478415589768,-1.5268364752909593,3.9941752060738116
28,-0.50952460981252978,2.3365488747244787,2.7973153577078529
29,-1.9859240691306601,-0.22489452580901864,4.5555182903058764
30,2.5045946115037498,2.0525358139363319,6.1595238464879758
31,1.8182730514620005,-0.062204625142602832,5.8248491469702461
32,-0.37970326206896182,-1.5946323189352745,0.31172908137280847
33,-2.2414982727876587,-2.5158413686357939,0.84152103108135667
34,-2.370660348777887,2.2810401116928185,0.67909280422872065
35,-1.0136197986438318,-0.54518131244827117,1.6910193051079621
36,-2.5210295426874332,1.391690348729657,0.45188366982727368
37,2.5456105046423447,0.69332915519138494,3.0828512166771582
38,-0.79002742241498625,0.068512421310515825,1.7991705826255
39,2.6339031749224242,-0.97445921562946758,1.1830759084622162
40,0.026047630450772519,0.05334686567114455,2.0172784788315123
41,0.57106844194217143,0.35260011944812453,0.85017417119315875
42,2.1591222212497234,1.5143965292698376,3.9178478224687652
43,0.39447376934845302,1.1525014203082538,4.7903787199948482
44,-2.5210565784854548,0.25876384366178973,4.6829226332370872
45,1.8946636343782215,-1.6938742510246199,2.3357044291549958
46,-2.0526895735568034,-1.3478558778905245,6.2185550405120482
47,1.9346779232884861,2.4625299095539623,2.96209047277739
48,1.1915685966284615,2.0037929647846435,5.8078251439037833
49,-2.3754667804534937,0.79344623404043346,5.8025257718615437
50,-0.96371669384189595,-2.6962642513574702,0.6192015592193697
51,-0.63418468803760975,0.80933282476762847,4.2455987551517174
52,-1.4857733393273378,-1.716774645858042,0.097596175319668022
53,0.94151554907324697,-0.93095880929522656,4.6331445855530449
54,-1.8401980077406066,2.1129893008977407,6.1309580356099165
55,-0.62021700363910259,-2.1891569493753877,5.3574144385485472
