# prefix=N10_job5048392_task10 run_id=10 seed=12345 L=2.3497916507326901 best_feas=0 N=10
i,cx,cy,theta_rad
0,-0.42929070587833251,0.80975779154205196,3.6374909101658464
1,0.74066573117065204,0.7577283140445914,1.1240618658589794
2,0.29835489128831666,-0.54341430363880572,1.2684014573725642
3,-0.65050299009651247,-0.052124933847134541,4.6732739943138686
4,0.22274569602465377,0.19589215656425379,5.0724811204924203
5,0.78282239168728984,-0.91483333430041358,0.23352036093400594
6,0.84565187213716442,-0.07539966931005404,5.8753483259659109
7,-0.74866088044775403,-0.74373298205748672,0.51577460626599692
8,-0.80830314320630536,0.3578457628109078,0.38774391396415653
9,-0.38948917800862215,-0.80479782648600606,4.4054746345237099
