run_id,seed,method,N,R,probe_idx,wall_sec_start,wall_sec_end,L_lo,L_hi,L_mid,slice_budget_sec,slice_used_sec,feasible,min_energy,min_feas,resample_events,L_best,bracket_width
1,42,erms,50,10,0,0.00,10.00,6.308031,9.111600,6.308031,10.00,10.00,0,3.806207e-02,3.806207e-02,604,,2.803569
1,42,erms,50,10,1,10.00,20.00,7.709815,9.111600,7.709815,10.00,10.00,0,7.345260e-03,7.345260e-03,1053,,1.401785
1,42,erms,50,10,2,20.00,29.00,7.709815,8.410707,8.410707,10.00,9.00,1,9.266133e-07,9.266133e-07,1424,8.410707,0.700892
1,42,erms,50,10,3,29.00,30.00,7.709815,8.060261,8.060261,10.00,1.00,1,0.000000e+00,0.000000e+00,169,8.060261,0.350446
1,42,erms,50,10,4,30.00,31.00,7.709815,7.885038,7.885038,10.00,1.00,1,1.063347e-07,1.063347e-07,77,7.885038,0.175223
1,42,erms,50,10,5,31.00,32.00,7.709815,7.797427,7.797427,20.00,1.00,1,4.580554e-07,4.580554e-07,50,7.797427,0.087612
1,42,erms,50,10,6,32.00,42.00,7.709815,7.753621,7.753621,20.00,10.00,1,9.691783e-07,9.691783e-07,939,7.753621,0.043806
1,42,erms,50,10,7,42.00,46.00,7.709815,7.731718,7.731718,20.00,4.00,1,0.000000e+00,0.000000e+00,281,7.731718,0.021903
1,42,erms,50,10,8,46.00,46.00,7.709815,7.720767,7.720767,20.00,0.00,1,0.000000e+00,0.000000e+00,44,7.720767,0.010951
1,42,erms,50,10,9,46.00,48.00,7.709815,7.715291,7.715291,20.00,2.00,1,0.000000e+00,0.000000e+00,135,7.715291,0.005476
