run_id,seed,method,N,R,probe_idx,wall_sec_start,wall_sec_end,L_lo,L_hi,L_mid,slice_budget_sec,slice_used_sec,feasible,min_energy,min_feas,resample_events,L_best,bracket_width
0,42,ms,20,10,0,0.00,6.00,3.546266,4.876115,3.546266,6.00,6.00,0,5.923847e-04,5.923847e-04,0,,1.329850
0,42,ms,20,10,1,6.00,6.00,3.546266,4.211190,4.211190,6.00,0.00,1,5.312091e-07,5.312091e-07,0,4.211190,0.664925
0,42,ms,20,10,2,6.00,12.00,3.878728,4.211190,3.878728,6.00,6.00,0,1.324119e-05,1.324119e-05,0,4.211190,0.332462
0,42,ms,20,10,3,12.00,12.00,3.878728,4.044959,4.044959,6.00,0.00,1,6.138207e-07,6.138207e-07,0,4.044959,0.166231
0,42,ms,20,10,4,12.00,18.00,3.961844,4.044959,3.961844,6.00,6.00,0,7.693518e-06,7.693518e-06,0,4.044959,0.083116
0,42,ms,20,10,5,18.00,30.00,4.003401,4.044959,4.003401,12.00,12.00,0,1.422056e-05,1.422056e-05,0,4.044959,0.041558
0,42,ms,20,10,6,30.00,39.00,4.003401,4.024180,4.024180,12.00,9.00,1,0.000000e+00,0.000000e+00,0,4.024180,0.020779
0,42,ms,20,10,7,39.00,51.00,4.013791,4.024180,4.013791,12.00,12.00,0,8.399969e-06,8.399969e-06,0,4.024180,0.010389
0,42,ms,20,10,8,51.00,55.00,4.013791,4.018986,4.018986,12.00,4.00,1,0.000000e+00,0.000000e+00,0,4.018986,0.005195
0,42,ms,20,10,9,55.00,59.00,4.013791,4.016388,4.016388,12.00,4.00,1,0.000000e+00,0.000000e+00,0,4.016388,0.002597
