# prefix=out/N020/graph_ms_1h/N020_ms_s1000_r0 method=ms run_id=0 seed=1000 L=4.0034014468363335 best_feas=0 N=20
i,cx,cy,theta_rad
0,-0.52890764808973034,0.2409631732071329,1.5929338570678158
1,-0.19741095989257212,1.2815504070386756,0.75479315732337382
2,-1.7088184171448633,0.88454968586899019,5.3831811499999098
3,-1.1343601999387327,-1.4095530114019674,2.139207622311468
4,0.74102904643258916,-1.3883057851567326,4.0396751075020632
5,1.1523404426464745,-0.12131961536371239,2.7433417295208273
6,-1.5917564268077937,0.20953263781775194,2.6659300425804147
7,1.6028350018721189,0.68874094231300242,3.6634992923454668
8,-0.084908894019598141,-0.75972358317175814,0.56522672291499509
9,1.0670480466494037,0.3885870110771224,4.2221695422297412
10,1.7812263351938116,1.2266161247714045,1.6042660130171598
11,-0.79451527208578354,-0.62828677674387756,0.92716039300295505
12,0.85510437329335198,1.5013332221295159,1.2230163734848982
13,-0.091648564057329296,-1.6966505007883863,5.9578412587892675
14,1.336143955197572,-1.2032555840732393,4.0468561567137851
15,0.12193651556273764,0.90180984939270603,4.7160072822466077
16,0.15310400350536202,-0.083738682145063664,5.331213139856521
17,-0.73288124012404188,0.73420611751822495,0.17012594096189565
18,-1.575748087954322,-0.62487254449407348,2.8561641191309626
19,-1.7020103684140235,1.6580204108980507,4.4316840771235579
