# prefix=N50_job5490046_task2 run_id=2 seed=12347 N=50
step,time_sec,info
69,604.000000,bestL=4.69947060602 feas=0.000e+00 eps=0.0004
136,1207.000000,bestL=4.69586233647 feas=0.000e+00 eps=0.000205
202,1811.000000,bestL=4.69586233647 feas=0.000e+00 eps=8.39e-05
268,2412.000000,bestL=4.69586233647 feas=0.000e+00 eps=4.29e-05
334,3012.000000,bestL=4.69539766967 feas=0.000e+00 eps=2.2e-05
402,3618.000000,bestL=4.69419182045 feas=0.000e+00 eps=1.41e-05
469,4220.000000,bestL=4.69405969163 feas=0.000e+00 eps=1e-05
536,4828.000000,bestL=4.69405969163 feas=0.000e+00 eps=1e-05
602,5428.000000,bestL=4.69405969163 feas=0.000e+00 eps=1e-05
669,6036.000000,bestL=4.69405969163 feas=0.000e+00 eps=1e-05
735,6636.000000,bestL=4.69405969163 feas=0.000e+00 eps=1e-05
802,7244.000000,bestL=4.69405969163 feas=0.000e+00 eps=1e-05
869,7852.000000,bestL=4.69405969163 feas=0.000e+00 eps=1e-05
935,8452.000000,bestL=4.69405969163 feas=0.000e+00 eps=1e-05
1002,9060.000000,bestL=4.69405969163 feas=0.000e+00 eps=1e-05
1068,9660.000000,bestL=4.69405969163 feas=0.000e+00 eps=1e-05
1135,10268.000000,bestL=4.69405969163 feas=0.000e+00 eps=1e-05
1202,10876.000000,bestL=4.69405969163 feas=0.000e+00 eps=1e-05
1268,11476.000000,bestL=4.69405969163 feas=0.000e+00 eps=1e-05
1335,12084.000000,bestL=4.69405969163 feas=0.000e+00 eps=1e-05
1402,12692.000000,bestL=4.69405969163 feas=0.000e+00 eps=1e-05
1469,13300.000000,bestL=4.69405969163 feas=0.000e+00 eps=1e-05
