# prefix=N25_job5490042_task1 run_id=1 seed=12346 N=25
time_sec,bestL,bestFeas,eps,attempts,success_in_window,total_in_window
607.000000,3.17517031933,0.00799403526911,0.00032,42,0,2
1216.000000,3.17517031933,0.00799403526911,0.0002048,84,0,4
1828.000000,3.17517031933,0.00799403526911,0.000131072,126,0,6
2429.000000,3.17517031933,0.00799403526911,8.38861e-05,167,0,7
3030.000000,3.17517031933,0.00799403526911,5.36871e-05,208,0,8
3642.000000,3.17517031933,0.00799403526911,3.43597e-05,250,0,10
4242.000000,3.17517031933,0.00799403526911,2.19902e-05,291,0,11
4856.000000,3.17517031933,0.00799403526911,1.40737e-05,333,0,13
5457.000000,3.17517031933,0.00799403526911,1e-05,374,0,14
6057.000000,3.17517031933,0.00799403526911,1e-05,415,0,15
6671.000000,3.17517031933,0.00799403526911,1e-05,457,0,17
7285.000000,3.17517031933,0.00799403526911,1e-05,499,0,19
7898.000000,3.17517031933,0.00799403526911,1e-05,541,0,1
8512.000000,3.17517031933,0.00799403526911,1e-05,583,0,3
9126.000000,3.17517031933,0.00799403526911,1e-05,625,0,5
9739.000000,3.17517031933,0.00799403526911,1e-05,667,0,7
10353.000000,3.17517031933,0.00799403526911,1e-05,709,0,9
10966.000000,3.17517031933,0.00799403526911,1e-05,751,0,11
11580.000000,3.17517031933,0.00799403526911,1e-05,793,0,13
12193.000000,3.17517031933,0.00799403526911,1e-05,835,0,15
12793.000000,3.17517031933,0.00799403526911,1e-05,876,0,16
13406.000000,3.17517031933,0.00799403526911,1e-05,918,0,18
