# prefix=N50_job5490045_task1 run_id=1 seed=12346 N=50
step,time_sec,info
72,601.000000,bestL=4.68620149874 feas=0.000e+00 eps=0.000256
144,1201.000000,bestL=4.67918970845 feas=3.530e-16 eps=0.000122
216,1807.000000,bestL=4.67656178413 feas=0.000e+00 eps=7.26e-05
287,2413.000000,bestL=4.66933329771 feas=1.443e-15 eps=6.28e-05
357,3020.000000,bestL=4.66837700359 feas=4.996e-16 eps=3.21e-05
426,3620.000000,bestL=4.66759356944 feas=0.000e+00 eps=1.53e-05
496,4221.000000,bestL=4.66759356944 feas=0.000e+00 eps=1e-05
566,4824.000000,bestL=4.66759356944 feas=0.000e+00 eps=1e-05
636,5427.000000,bestL=4.66759356944 feas=0.000e+00 eps=1e-05
706,6029.000000,bestL=4.66759356944 feas=0.000e+00 eps=1e-05
776,6632.000000,bestL=4.66759356944 feas=0.000e+00 eps=1e-05
846,7235.000000,bestL=4.66759356944 feas=0.000e+00 eps=1e-05
916,7838.000000,bestL=4.66759356944 feas=0.000e+00 eps=1e-05
986,8441.000000,bestL=4.66759356944 feas=0.000e+00 eps=1e-05
1056,9044.000000,bestL=4.66759356944 feas=0.000e+00 eps=1e-05
1126,9647.000000,bestL=4.66759356944 feas=0.000e+00 eps=1e-05
1196,10250.000000,bestL=4.66759356944 feas=0.000e+00 eps=1e-05
1266,10853.000000,bestL=4.66759356944 feas=0.000e+00 eps=1e-05
1336,11455.000000,bestL=4.66759356944 feas=0.000e+00 eps=1e-05
1406,12058.000000,bestL=4.66759356944 feas=0.000e+00 eps=1e-05
1476,12661.000000,bestL=4.66759356944 feas=0.000e+00 eps=1e-05
1546,13264.000000,bestL=4.66759356944 feas=0.000e+00 eps=1e-05
