event_idx,unix_ts,elapsed_sec,stage,L,overlap,outside,feas,no_overlap,feasible,csv_path,svg_path
0,1777086571,5.000000,initial,2.4149999999999996,0,0,0,1,1,csv/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_initial_noov_feas_e000000_t1777086571_N005.csv,img/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_initial_noov_feas_e000000_t1777086571_N005.svg
1,1777086575,9.000000,bracket_shrink_feas,2.3425499999999997,0,0,0,1,1,csv/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_noov_feas_e000001_t1777086575_N005.csv,img/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_noov_feas_e000001_t1777086575_N005.svg
2,1777086580,14.000000,bracket_shrink_feas,2.2722734999999998,0,0,0,1,1,csv/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_noov_feas_e000002_t1777086580_N005.csv,img/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_noov_feas_e000002_t1777086580_N005.svg
3,1777086586,20.000000,bracket_shrink_feas,2.2041052949999997,0,0,0,1,1,csv/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_noov_feas_e000003_t1777086586_N005.csv,img/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_noov_feas_e000003_t1777086586_N005.svg
4,1777086591,25.000000,bracket_shrink_feas,2.1379821361499998,0,0,0,1,1,csv/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_noov_feas_e000004_t1777086591_N005.csv,img/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_noov_feas_e000004_t1777086591_N005.svg
5,1777086597,31.000000,bracket_shrink_feas,2.0738426720654997,7.2134783196316961e-05,0,7.2134783196316961e-05,0,0,csv/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_ov_infeas_e000005_t1777086597_N005.csv,img/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_ov_infeas_e000005_t1777086597_N005.svg
6,1777086603,37.000000,bracket_shrink_feas,2.0116273919035348,1.4709909768811795e-05,0,1.4709909768811795e-05,0,0,csv/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_ov_infeas_e000006_t1777086603_N005.csv,img/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_ov_infeas_e000006_t1777086603_N005.svg
7,1777086608,42.000000,bracket_shrink_feas,1.9512785701464286,0.00010729433183472129,0,0.00010729433183472129,0,0,csv/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_ov_infeas_e000007_t1777086608_N005.csv,img/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_ov_infeas_e000007_t1777086608_N005.svg
8,1777086615,49.000000,bracket_shrink_feas,1.8927402130420357,0,0,0,1,1,csv/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_noov_feas_e000008_t1777086615_N005.csv,img/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_noov_feas_e000008_t1777086615_N005.svg
9,1777086621,55.000000,bracket_shrink_feas,1.8359580066507746,0,0,0,1,1,csv/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_noov_feas_e000009_t1777086621_N005.csv,img/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_noov_feas_e000009_t1777086621_N005.svg
10,1777086628,62.000000,bracket_shrink_feas,1.7808792664512514,0,0,0,1,1,csv/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_noov_feas_e000010_t1777086628_N005.csv,img/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_noov_feas_e000010_t1777086628_N005.svg
11,1777086636,70.000000,bracket_shrink_feas,1.7274528884577138,2.6444694584388222e-06,0,2.6444694584388222e-06,0,0,csv/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_ov_infeas_e000011_t1777086636_N005.csv,img/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_ov_infeas_e000011_t1777086636_N005.svg
12,1777086643,77.000000,bracket_shrink_feas,1.6756293018039823,0,0,0,1,1,csv/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_noov_feas_e000012_t1777086643_N005.csv,img/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_noov_feas_e000012_t1777086643_N005.svg
13,1777086650,84.000000,bracket_shrink_feas,1.6253604227498628,0,0,0,1,1,csv/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_noov_feas_e000013_t1777086650_N005.csv,img/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_noov_feas_e000013_t1777086650_N005.svg
14,1777086658,92.000000,bracket_shrink_feas,1.5765996100673669,0,0,0,1,1,csv/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_noov_feas_e000014_t1777086658_N005.csv,img/history/N5_20260424_200856_job5490039_node_04_i9n18_w001_bracket_shrink_feas_noov_feas_e000014_t1777086658_N005.svg
