# prefix=N25_job5490041_task8 run_id=8 seed=12353 N=25
time_sec,bestL,bestFeas,eps,attempts,success_in_window,total_in_window
600.000000,3.22244265553,0,0.00032,44,0,4
1205.000000,3.22161771021,2.77555756156e-16,0.0002048,88,0,8
1810.000000,3.22161771021,2.77555756156e-16,0.000131072,132,0,12
2416.000000,3.22161771021,2.77555756156e-16,8.38861e-05,176,0,16
3028.000000,3.22161771021,2.77555756156e-16,4.29497e-05,220,0,0
3635.000000,3.22141846416,1.99035007852e-16,2.74878e-05,264,1,4
4240.000000,3.22134762441,6.93889390391e-17,1.75922e-05,308,0,8
4847.000000,3.22134762441,6.93889390391e-17,1.1259e-05,352,0,12
5454.000000,3.22134762441,6.93889390391e-17,1e-05,397,0,17
6059.000000,3.22134762441,6.93889390391e-17,1e-05,442,0,2
6665.000000,3.22134762441,6.93889390391e-17,1e-05,487,0,7
7270.000000,3.22134762441,6.93889390391e-17,1e-05,532,0,12
7876.000000,3.22134762441,6.93889390391e-17,1e-05,577,0,17
8481.000000,3.22134762441,6.93889390391e-17,1e-05,622,0,2
9087.000000,3.22134762441,6.93889390391e-17,1e-05,667,0,7
9692.000000,3.22134762441,6.93889390391e-17,1e-05,712,0,12
10298.000000,3.22134762441,6.93889390391e-17,1e-05,757,0,17
10904.000000,3.22134762441,6.93889390391e-17,1e-05,802,0,2
11509.000000,3.22134762441,6.93889390391e-17,1e-05,847,0,7
12115.000000,3.22134762441,6.93889390391e-17,1e-05,892,0,12
12721.000000,3.22134762441,6.93889390391e-17,1e-05,937,0,17
13326.000000,3.22134762441,6.93889390391e-17,1e-05,982,0,2
