# prefix=N25_job5491089_task7 run_id=7 seed=12352 N=25
time_sec,bestL,bestFeas,eps,attempts,success_in_window,total_in_window
609.000000,3.24533146373,1.74776400404e-05,0.00032,47,0,7
1214.000000,3.24533146373,1.74776400404e-05,0.0002048,93,0,13
1827.000000,3.24533146373,1.74776400404e-05,0.000131072,139,0,19
2439.000000,3.24533146373,1.74776400404e-05,6.71089e-05,185,0,5
3048.000000,3.24533146373,1.74776400404e-05,4.29497e-05,231,0,11
3653.000000,3.24533146373,1.74776400404e-05,2.74878e-05,277,0,17
4265.000000,3.24533146373,1.74776400404e-05,1.40737e-05,323,0,3
4873.000000,3.24533146373,1.74776400404e-05,1e-05,369,0,9
5476.000000,3.24533146373,1.74776400404e-05,1e-05,414,0,14
6079.000000,3.24533146373,1.74776400404e-05,1e-05,459,0,19
6682.000000,3.24533146373,1.74776400404e-05,1e-05,504,0,4
7285.000000,3.24533146373,1.74776400404e-05,1e-05,549,0,9
7888.000000,3.24533146373,1.74776400404e-05,1e-05,594,0,14
8492.000000,3.24533146373,1.74776400404e-05,1e-05,639,0,19
9095.000000,3.24533146373,1.74776400404e-05,1e-05,684,0,4
9698.000000,3.24533146373,1.74776400404e-05,1e-05,729,0,9
10301.000000,3.24533146373,1.74776400404e-05,1e-05,774,0,14
10904.000000,3.24533146373,1.74776400404e-05,1e-05,819,0,19
11507.000000,3.24533146373,1.74776400404e-05,1e-05,864,0,4
12110.000000,3.24533146373,1.74776400404e-05,1e-05,909,0,9
12713.000000,3.24533146373,1.74776400404e-05,1e-05,954,0,14
13317.000000,3.24533146373,1.74776400404e-05,1e-05,999,0,19
