event_idx,unix_ts,elapsed_sec,stage,L,overlap,outside,feas,no_overlap,feasible,csv_path,svg_path
0,1777100901,7.000000,initial,5.75,0,0,0,1,1,csv/history/N25_job5490721_task6_initial_noov_feas_e000000_t1777100901_N025.csv,img/history/N25_job5490721_task6_initial_noov_feas_e000000_t1777100901_N025.svg
1,1777100909,15.000000,bracket_shrink_feas,5.5774999999999997,3.1964567582881588e-05,0,3.1964567582881588e-05,0,0,csv/history/N25_job5490721_task6_bracket_shrink_feas_ov_infeas_e000001_t1777100909_N025.csv,img/history/N25_job5490721_task6_bracket_shrink_feas_ov_infeas_e000001_t1777100909_N025.svg
2,1777100917,23.000000,bracket_shrink_feas,5.4101749999999997,0.00034413105435688061,0,0.00034413105435688061,0,0,csv/history/N25_job5490721_task6_bracket_shrink_feas_ov_infeas_e000002_t1777100917_N025.csv,img/history/N25_job5490721_task6_bracket_shrink_feas_ov_infeas_e000002_t1777100917_N025.svg
3,1777100926,32.000000,bracket_shrink_feas,5.2478697499999996,0.0015152483783731699,0,0.0015152483783731699,0,0,csv/history/N25_job5490721_task6_bracket_shrink_feas_ov_infeas_e000003_t1777100926_N025.csv,img/history/N25_job5490721_task6_bracket_shrink_feas_ov_infeas_e000003_t1777100926_N025.svg
4,1777100934,40.000000,bracket_shrink_feas,5.0904336574999993,0.0042865410279031213,0,0.0042865410279031213,0,0,csv/history/N25_job5490721_task6_bracket_shrink_feas_ov_infeas_e000004_t1777100934_N025.csv,img/history/N25_job5490721_task6_bracket_shrink_feas_ov_infeas_e000004_t1777100934_N025.svg
5,1777100943,49.000000,bracket_shrink_feas,4.9377206477749995,0,0,0,1,1,csv/history/N25_job5490721_task6_bracket_shrink_feas_noov_feas_e000005_t1777100943_N025.csv,img/history/N25_job5490721_task6_bracket_shrink_feas_noov_feas_e000005_t1777100943_N025.svg
6,1777100952,58.000000,bracket_shrink_feas,4.7895890283417497,1.4120803831467453e-05,0,1.4120803831467453e-05,0,0,csv/history/N25_job5490721_task6_bracket_shrink_feas_ov_infeas_e000006_t1777100952_N025.csv,img/history/N25_job5490721_task6_bracket_shrink_feas_ov_infeas_e000006_t1777100952_N025.svg
7,1777100961,67.000000,bracket_shrink_feas,4.6459013574914971,0,0,0,1,1,csv/history/N25_job5490721_task6_bracket_shrink_feas_noov_feas_e000007_t1777100961_N025.csv,img/history/N25_job5490721_task6_bracket_shrink_feas_noov_feas_e000007_t1777100961_N025.svg
8,1777100971,77.000000,bracket_shrink_feas,4.5065243167667521,2.9364569321328578e-05,0,2.9364569321328578e-05,0,0,csv/history/N25_job5490721_task6_bracket_shrink_feas_ov_infeas_e000008_t1777100971_N025.csv,img/history/N25_job5490721_task6_bracket_shrink_feas_ov_infeas_e000008_t1777100971_N025.svg
9,1777100981,87.000000,bracket_shrink_feas,4.3713285872637497,0.0022060199839344678,0,0.0022060199839344678,0,0,csv/history/N25_job5490721_task6_bracket_shrink_feas_ov_infeas_e000009_t1777100981_N025.csv,img/history/N25_job5490721_task6_bracket_shrink_feas_ov_infeas_e000009_t1777100981_N025.svg
10,1777100992,98.000000,bracket_shrink_feas,4.2401887296458369,0,0,0,1,1,csv/history/N25_job5490721_task6_bracket_shrink_feas_noov_feas_e000010_t1777100992_N025.csv,img/history/N25_job5490721_task6_bracket_shrink_feas_noov_feas_e000010_t1777100992_N025.svg
11,1777101004,110.000000,bracket_shrink_feas,4.1129830677564616,0.0012507846167108116,0,0.0012507846167108116,0,0,csv/history/N25_job5490721_task6_bracket_shrink_feas_ov_infeas_e000011_t1777101004_N025.csv,img/history/N25_job5490721_task6_bracket_shrink_feas_ov_infeas_e000011_t1777101004_N025.svg
12,1777101016,122.000000,bracket_shrink_feas,3.9895935757237675,0,0,0,1,1,csv/history/N25_job5490721_task6_bracket_shrink_feas_noov_feas_e000012_t1777101016_N025.csv,img/history/N25_job5490721_task6_bracket_shrink_feas_noov_feas_e000012_t1777101016_N025.svg
13,1777101029,135.000000,bracket_shrink_feas,3.8699057684520546,0,0,0,1,1,csv/history/N25_job5490721_task6_bracket_shrink_feas_noov_feas_e000013_t1777101029_N025.csv,img/history/N25_job5490721_task6_bracket_shrink_feas_noov_feas_e000013_t1777101029_N025.svg
14,1777101043,149.000000,bracket_shrink_feas,3.753808595398493,0,0,0,1,1,csv/history/N25_job5490721_task6_bracket_shrink_feas_noov_feas_e000014_t1777101043_N025.csv,img/history/N25_job5490721_task6_bracket_shrink_feas_noov_feas_e000014_t1777101043_N025.svg
15,1777101058,164.000000,bracket_shrink_feas,3.6411943375365383,0,0,0,1,1,csv/history/N25_job5490721_task6_bracket_shrink_feas_noov_feas_e000015_t1777101058_N025.csv,img/history/N25_job5490721_task6_bracket_shrink_feas_noov_feas_e000015_t1777101058_N025.svg
16,1777101073,179.000000,bracket_shrink_feas,3.531958507410442,0,0,0,1,1,csv/history/N25_job5490721_task6_bracket_shrink_feas_noov_feas_e000016_t1777101073_N025.csv,img/history/N25_job5490721_task6_bracket_shrink_feas_noov_feas_e000016_t1777101073_N025.svg
17,1777101091,197.000000,bracket_shrink_feas,3.4259997521881287,1.4956612405111617e-07,0,1.4956612405111617e-07,0,0,csv/history/N25_job5490721_task6_bracket_shrink_feas_ov_infeas_e000017_t1777101091_N025.csv,img/history/N25_job5490721_task6_bracket_shrink_feas_ov_infeas_e000017_t1777101091_N025.svg
18,1777101125,231.000000,bisect_feas,3.3746097559053068,0,0,0,1,1,csv/history/N25_job5490721_task6_bisect_feas_noov_feas_e000018_t1777101125_N025.csv,img/history/N25_job5490721_task6_bisect_feas_noov_feas_e000018_t1777101125_N025.svg
19,1777101141,247.000000,bisect_feas,3.3489147577638958,4.161636710114527e-06,0,4.161636710114527e-06,0,0,csv/history/N25_job5490721_task6_bisect_feas_ov_infeas_e000019_t1777101141_N025.csv,img/history/N25_job5490721_task6_bisect_feas_ov_infeas_e000019_t1777101141_N025.svg
20,1777101157,263.000000,bisect_feas,3.3360672586931903,0.0023257262449447214,0,0.0023257262449447214,0,0,csv/history/N25_job5490721_task6_bisect_feas_ov_infeas_e000020_t1777101157_N025.csv,img/history/N25_job5490721_task6_bisect_feas_ov_infeas_e000020_t1777101157_N025.svg
21,1777101173,279.000000,bisect_feas,3.3296435091578376,0.00011271740350364911,0,0.00011271740350364911,0,0,csv/history/N25_job5490721_task6_bisect_feas_ov_infeas_e000021_t1777101173_N025.csv,img/history/N25_job5490721_task6_bisect_feas_ov_infeas_e000021_t1777101173_N025.svg
22,1777101188,294.000000,bisect_feas,3.3264316343901612,7.7897677622331086e-06,0,7.7897677622331086e-06,0,0,csv/history/N25_job5490721_task6_bisect_feas_ov_infeas_e000022_t1777101188_N025.csv,img/history/N25_job5490721_task6_bisect_feas_ov_infeas_e000022_t1777101188_N025.svg
23,1777101204,310.000000,bisect_feas,3.324825697006323,6.0001517792136726e-07,0,6.0001517792136726e-07,0,0,csv/history/N25_job5490721_task6_bisect_feas_ov_infeas_e000023_t1777101204_N025.csv,img/history/N25_job5490721_task6_bisect_feas_ov_infeas_e000023_t1777101204_N025.svg
24,1777101220,326.000000,bisect_feas,3.3240227283144037,0.00094727523786129004,0,0.00094727523786129004,0,0,csv/history/N25_job5490721_task6_bisect_feas_ov_infeas_e000024_t1777101220_N025.csv,img/history/N25_job5490721_task6_bisect_feas_ov_infeas_e000024_t1777101220_N025.svg
