event_idx,unix_ts,elapsed_sec,stage,L,overlap,outside,feas,no_overlap,feasible,csv_path,svg_path
0,1777083697,5.000000,initial,2.4149999999999996,0,0,0,1,1,csv/history/N5_job5489984_node_03_i12n7_w001_initial_noov_feas_e000000_t1777083697_N005.csv,img/history/N5_job5489984_node_03_i12n7_w001_initial_noov_feas_e000000_t1777083697_N005.svg
1,1777083702,10.000000,bracket_shrink_feas,2.3425499999999997,0,0,0,1,1,csv/history/N5_job5489984_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000001_t1777083702_N005.csv,img/history/N5_job5489984_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000001_t1777083702_N005.svg
2,1777083707,15.000000,bracket_shrink_feas,2.2722734999999998,0,0,0,1,1,csv/history/N5_job5489984_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000002_t1777083707_N005.csv,img/history/N5_job5489984_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000002_t1777083707_N005.svg
3,1777083712,20.000000,bracket_shrink_feas,2.2041052949999997,0,0,0,1,1,csv/history/N5_job5489984_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000003_t1777083712_N005.csv,img/history/N5_job5489984_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000003_t1777083712_N005.svg
4,1777083717,25.000000,bracket_shrink_feas,2.1379821361499998,0,0,0,1,1,csv/history/N5_job5489984_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000004_t1777083717_N005.csv,img/history/N5_job5489984_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000004_t1777083717_N005.svg
5,1777083723,31.000000,bracket_shrink_feas,2.0738426720654997,1.1761137725411702e-06,0,1.1761137725411702e-06,0,0,csv/history/N5_job5489984_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000005_t1777083723_N005.csv,img/history/N5_job5489984_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000005_t1777083723_N005.svg
6,1777083729,37.000000,bracket_shrink_feas,2.0116273919035348,0,0,0,1,1,csv/history/N5_job5489984_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000006_t1777083729_N005.csv,img/history/N5_job5489984_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000006_t1777083729_N005.svg
7,1777083735,43.000000,bracket_shrink_feas,1.9512785701464286,0,0,0,1,1,csv/history/N5_job5489984_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000007_t1777083735_N005.csv,img/history/N5_job5489984_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000007_t1777083735_N005.svg
8,1777083741,49.000000,bracket_shrink_feas,1.8927402130420357,3.9095962389778808e-05,0,3.9095962389778808e-05,0,0,csv/history/N5_job5489984_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000008_t1777083741_N005.csv,img/history/N5_job5489984_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000008_t1777083741_N005.svg
9,1777083747,55.000000,bracket_shrink_feas,1.8359580066507746,0.00027855810741211581,0,0.00027855810741211581,0,0,csv/history/N5_job5489984_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000009_t1777083747_N005.csv,img/history/N5_job5489984_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000009_t1777083747_N005.svg
