event_idx,unix_ts,elapsed_sec,stage,L,overlap,outside,feas,no_overlap,feasible,csv_path,svg_path
0,1777086626,6.000000,initial,11.5,0.44819806259268485,0,0.44819806259268485,0,0,csv/history/N100_job5490049_task2_initial_ov_infeas_e000000_t1777086626_N100.csv,img/history/N100_job5490049_task2_initial_ov_infeas_e000000_t1777086626_N100.svg
1,1777086633,13.000000,bracket_shrink_feas,11.154999999999999,0.49808548573437461,0,0.49808548573437461,0,0,csv/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000001_t1777086633_N100.csv,img/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000001_t1777086633_N100.svg
2,1777086639,19.000000,bracket_shrink_feas,10.820349999999999,0.55143541488485737,0,0.55143541488485737,0,0,csv/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000002_t1777086639_N100.csv,img/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000002_t1777086639_N100.svg
3,1777086645,25.000000,bracket_shrink_feas,10.495739499999999,0.6137837383046475,0,0.6137837383046475,0,0,csv/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000003_t1777086645_N100.csv,img/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000003_t1777086645_N100.svg
4,1777086652,32.000000,bracket_shrink_feas,10.180867314999999,0.67842283515787483,0,0.67842283515787483,0,0,csv/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000004_t1777086652_N100.csv,img/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000004_t1777086652_N100.svg
5,1777086659,39.000000,bracket_shrink_feas,9.8754412955499991,0.77258572331818154,0,0.77258572331818154,0,0,csv/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000005_t1777086659_N100.csv,img/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000005_t1777086659_N100.svg
6,1777086666,46.000000,bracket_shrink_feas,9.5791780566834994,0.8855360366575884,0,0.8855360366575884,0,0,csv/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000006_t1777086666_N100.csv,img/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000006_t1777086666_N100.svg
7,1777086673,53.000000,bracket_shrink_feas,9.2918027149829943,0,0,0,1,1,csv/history/N100_job5490049_task2_bracket_shrink_feas_noov_feas_e000007_t1777086673_N100.csv,img/history/N100_job5490049_task2_bracket_shrink_feas_noov_feas_e000007_t1777086673_N100.svg
8,1777086681,61.000000,bracket_shrink_feas,9.0130486335335043,0.003790735304461711,0,0.003790735304461711,0,0,csv/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000008_t1777086681_N100.csv,img/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000008_t1777086681_N100.svg
9,1777086689,69.000000,bracket_shrink_feas,8.7426571745274995,0.016093647315988561,0,0.016093647315988561,0,0,csv/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000009_t1777086689_N100.csv,img/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000009_t1777086689_N100.svg
10,1777086697,77.000000,bracket_shrink_feas,8.4803774592916739,0.049242652612664278,0,0.049242652612664278,0,0,csv/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000010_t1777086697_N100.csv,img/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000010_t1777086697_N100.svg
11,1777086707,87.000000,bracket_shrink_feas,8.2259661355129232,0.11646348139222761,0,0.11646348139222761,0,0,csv/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000011_t1777086707_N100.csv,img/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000011_t1777086707_N100.svg
12,1777086716,96.000000,bracket_shrink_feas,7.979187151447535,0.21284835841243635,0,0.21284835841243635,0,0,csv/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000012_t1777086716_N100.csv,img/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000012_t1777086716_N100.svg
13,1777086726,106.000000,bracket_shrink_feas,7.7398115369041092,0,0,0,1,1,csv/history/N100_job5490049_task2_bracket_shrink_feas_noov_feas_e000013_t1777086726_N100.csv,img/history/N100_job5490049_task2_bracket_shrink_feas_noov_feas_e000013_t1777086726_N100.svg
14,1777086737,117.000000,bracket_shrink_feas,7.507617190796986,0.0078258056479709563,0,0.0078258056479709563,0,0,csv/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000014_t1777086737_N100.csv,img/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000014_t1777086737_N100.svg
15,1777086748,128.000000,bracket_shrink_feas,7.2823886750730766,0.00060992638499934772,0,0.00060992638499934772,0,0,csv/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000015_t1777086748_N100.csv,img/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000015_t1777086748_N100.svg
16,1777086761,141.000000,bracket_shrink_feas,7.0639170148208841,2.2612820569521917e-05,0,2.2612820569521917e-05,0,0,csv/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000016_t1777086761_N100.csv,img/history/N100_job5490049_task2_bracket_shrink_feas_ov_infeas_e000016_t1777086761_N100.svg
17,1777086785,165.000000,bisect_feas,6.9579582595985707,0.00097364689359054433,0,0.00097364689359054433,0,0,csv/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000017_t1777086785_N100.csv,img/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000017_t1777086785_N100.svg
18,1777086795,175.000000,bisect_feas,6.9049788819874145,0.00098268400755901109,0,0.00098268400755901109,0,0,csv/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000018_t1777086795_N100.csv,img/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000018_t1777086795_N100.svg
19,1777086815,195.000000,bisect_feas,6.8917340375846248,1.7878062869435034e-06,0,1.7878062869435034e-06,0,0,csv/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000019_t1777086815_N100.csv,img/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000019_t1777086815_N100.svg
20,1777086825,205.000000,bisect_feas,6.8851116153832308,8.2317800010746903e-05,0,8.2317800010746903e-05,0,0,csv/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000020_t1777086825_N100.csv,img/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000020_t1777086825_N100.svg
21,1777086835,215.000000,bisect_feas,6.8818004042825329,0.0032978675492994461,0,0.0032978675492994461,0,0,csv/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000021_t1777086835_N100.csv,img/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000021_t1777086835_N100.svg
22,1777086856,236.000000,bisect_feas,6.8809726015073585,4.9849985264212369e-05,0,4.9849985264212369e-05,0,0,csv/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000022_t1777086856_N100.csv,img/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000022_t1777086856_N100.svg
23,1777086866,246.000000,bisect_feas,6.8805587001197708,0.0021592679436133835,0,0.0021592679436133835,0,0,csv/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000023_t1777086866_N100.csv,img/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000023_t1777086866_N100.svg
24,1777086876,256.000000,bisect_feas,6.8803517494259774,3.8272095340235802e-06,0,3.8272095340235802e-06,0,0,csv/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000024_t1777086876_N100.csv,img/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000024_t1777086876_N100.svg
25,1777086896,276.000000,bisect_feas,6.8803000117525297,3.9195848041271744e-06,0,3.9195848041271744e-06,0,0,csv/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000025_t1777086896_N100.csv,img/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000025_t1777086896_N100.svg
26,1777086906,286.000000,bisect_feas,6.8802741429158054,4.7419611203665781e-06,0,4.7419611203665781e-06,0,0,csv/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000026_t1777086906_N100.csv,img/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000026_t1777086906_N100.svg
27,1777086926,306.000000,bisect_feas,6.8802676757066248,1.6375845235810003e-06,0,1.6375845235810003e-06,0,0,csv/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000027_t1777086926_N100.csv,img/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000027_t1777086926_N100.svg
28,1777086936,316.000000,bisect_feas,6.8802644421020336,0,0,0,1,1,csv/history/N100_job5490049_task2_bisect_feas_noov_feas_e000028_t1777086936_N100.csv,img/history/N100_job5490049_task2_bisect_feas_noov_feas_e000028_t1777086936_N100.svg
29,1777086946,326.000000,bisect_feas,6.880262825299738,0.0020854117067674958,0,0.0020854117067674958,0,0,csv/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000029_t1777086946_N100.csv,img/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000029_t1777086946_N100.svg
30,1777086956,336.000000,bisect_feas,6.8802620168985911,4.6597116029498749e-09,0,4.6597116029498749e-09,0,0,csv/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000030_t1777086956_N100.csv,img/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000030_t1777086956_N100.svg
31,1777086966,346.000000,bisect_feas,6.8802616126980176,0.0026862855354888035,0,0.0026862855354888035,0,0,csv/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000031_t1777086966_N100.csv,img/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000031_t1777086966_N100.svg
32,1777086976,356.000000,bisect_feas,6.8802614105977309,3.3841583741840635e-05,0,3.3841583741840635e-05,0,0,csv/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000032_t1777086976_N100.csv,img/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000032_t1777086976_N100.svg
33,1777086986,366.000000,bisect_feas,6.8802613095475866,0.0015883792159064861,0,0.0015883792159064861,0,0,csv/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000033_t1777086986_N100.csv,img/history/N100_job5490049_task2_bisect_feas_ov_infeas_e000033_t1777086986_N100.svg
34,1777086997,377.000000,bisect_feas,6.8802612590225145,0,0,0,1,1,csv/history/N100_job5490049_task2_bisect_feas_noov_feas_e000034_t1777086997_N100.csv,img/history/N100_job5490049_task2_bisect_feas_noov_feas_e000034_t1777086997_N100.svg
