# prefix=N100_job5490719_task3 run_id=3 seed=12348 N=100
time_sec,bestL,bestFeas,eps,attempts,success_in_window,total_in_window
604.000000,6.80869060359,0,0.0002976,118,5,18
1208.000000,6.79434719877,0,0.000105429,234,7,14
1811.000000,6.78833244945,0,4.76099e-05,350,0,10
2412.000000,6.78833244945,0,1.24807e-05,466,0,6
3012.000000,6.78833244945,0,1e-05,583,0,3
3616.000000,6.78833244945,0,1e-05,701,0,1
4221.000000,6.78833244945,0,1e-05,819,0,19
4825.000000,6.78833244945,0,1e-05,937,0,17
5425.000000,6.78833244945,0,1e-05,1054,0,14
6029.000000,6.78833244945,0,1e-05,1172,0,12
6633.000000,6.78833244945,0,1e-05,1290,0,10
7237.000000,6.78833244945,0,1e-05,1408,0,8
7841.000000,6.78833244945,0,1e-05,1526,0,6
8444.000000,6.78833244945,0,1e-05,1644,0,4
9048.000000,6.78833244945,0,1e-05,1762,0,2
9651.000000,6.78833244945,0,1e-05,1880,0,0
10255.000000,6.78833244945,0,1e-05,1998,0,18
10859.000000,6.78833244945,0,1e-05,2116,0,16
11463.000000,6.78833244945,0,1e-05,2234,0,14
12067.000000,6.78833244945,0,1e-05,2352,0,12
12671.000000,6.78833244945,0,1e-05,2470,0,10
13275.000000,6.78833244945,0,1e-05,2588,0,8
