# prefix=N100_job5490049_task2 run_id=2 seed=12347 N=100
time_sec,bestL,bestFeas,eps,attempts,success_in_window,total_in_window
604.000000,6.84251423682,0,0.000256,117,0,17
1204.000000,6.81778755202,0,0.000105429,231,11,11
1806.000000,6.79473342982,1.25810820095e-15,9.76375e-05,345,1,5
2406.000000,6.78777559263,0,4.19919e-05,459,0,19
3008.000000,6.78678538802,0,1.27967e-05,573,3,13
3609.000000,6.78494040974,3.69062419514e-16,1e-05,687,0,7
4213.000000,6.78494040974,3.69062419514e-16,1e-05,801,0,1
4817.000000,6.78494040974,3.69062419514e-16,1e-05,915,0,15
5421.000000,6.78494040974,3.69062419514e-16,1e-05,1029,0,9
6025.000000,6.78494040974,3.69062419514e-16,1e-05,1143,0,3
6625.000000,6.78494040974,3.69062419514e-16,1e-05,1256,0,16
7229.000000,6.78494040974,3.69062419514e-16,1e-05,1370,0,10
7834.000000,6.78494040974,3.69062419514e-16,1e-05,1484,0,4
8438.000000,6.78494040974,3.69062419514e-16,1e-05,1598,0,18
9042.000000,6.78494040974,3.69062419514e-16,1e-05,1712,0,12
9646.000000,6.78494040974,3.69062419514e-16,1e-05,1826,0,6
10250.000000,6.78494040974,3.69062419514e-16,1e-05,1940,0,0
10854.000000,6.78494040974,3.69062419514e-16,1e-05,2054,0,14
11458.000000,6.78494040974,3.69062419514e-16,1e-05,2168,0,8
12063.000000,6.78494040974,3.69062419514e-16,1e-05,2282,0,2
12667.000000,6.78494040974,3.69062419514e-16,1e-05,2396,0,16
13271.000000,6.78494040974,3.69062419514e-16,1e-05,2510,0,10
