# prefix=N25_job5490720_task5 run_id=5 seed=12350 N=25
step,time_sec,info
46,603.000000,bestL=3.23316227193 feas=6.301e-16 eps=0.00032
92,1208.000000,bestL=3.2325001203 feas=0.000e+00 eps=0.000205
138,1811.000000,bestL=3.2325001203 feas=0.000e+00 eps=0.000131
184,2421.000000,bestL=3.2325001203 feas=0.000e+00 eps=6.71e-05
230,3025.000000,bestL=3.2325001203 feas=0.000e+00 eps=4.29e-05
276,3632.000000,bestL=3.2325001203 feas=0.000e+00 eps=2.75e-05
323,4242.000000,bestL=3.2325001203 feas=0.000e+00 eps=1.41e-05
369,4845.000000,bestL=3.23243547062 feas=1.218e-15 eps=1e-05
415,5454.000000,bestL=3.23243547062 feas=1.218e-15 eps=1e-05
461,6063.000000,bestL=3.23243547062 feas=1.218e-15 eps=1e-05
507,6671.000000,bestL=3.23243547062 feas=1.218e-15 eps=1e-05
553,7280.000000,bestL=3.23243547062 feas=1.218e-15 eps=1e-05
599,7888.000000,bestL=3.23243547062 feas=1.218e-15 eps=1e-05
645,8497.000000,bestL=3.23243547062 feas=1.218e-15 eps=1e-05
691,9105.000000,bestL=3.23243547062 feas=1.218e-15 eps=1e-05
737,9713.000000,bestL=3.23243547062 feas=1.218e-15 eps=1e-05
783,10322.000000,bestL=3.23243547062 feas=1.218e-15 eps=1e-05
829,10930.000000,bestL=3.23243547062 feas=1.218e-15 eps=1e-05
875,11539.000000,bestL=3.23243547062 feas=1.218e-15 eps=1e-05
921,12147.000000,bestL=3.23243547062 feas=1.218e-15 eps=1e-05
967,12756.000000,bestL=3.23243547062 feas=1.218e-15 eps=1e-05
1013,13364.000000,bestL=3.23243547062 feas=1.218e-15 eps=1e-05
