# prefix=N100_job5490048_task1 run_id=1 seed=12346 N=100
time_sec,bestL,bestFeas,eps,attempts,success_in_window,total_in_window
602.000000,6.84341777724,0,0.00023808,121,0,1
1206.000000,6.84341777724,0,6.24112e-05,242,0,2
1810.000000,6.83516956294,0,4.53428e-05,362,2,2
2411.000000,6.82882202754,0,2.90194e-05,481,0,1
3016.000000,6.82806718674,0,1e-05,600,0,0
3618.000000,6.82793062608,0,1e-05,717,0,17
4221.000000,6.82793062608,0,1e-05,834,0,14
4824.000000,6.82793062608,0,1e-05,951,0,11
5427.000000,6.82793062608,0,1e-05,1068,0,8
6030.000000,6.82793062608,0,1e-05,1185,0,5
6633.000000,6.82793062608,0,1e-05,1302,0,2
7236.000000,6.82793062608,0,1e-05,1419,0,19
7839.000000,6.82793062608,0,1e-05,1536,0,16
8442.000000,6.82793062608,0,1e-05,1653,0,13
9044.000000,6.82793062608,0,1e-05,1770,0,10
9647.000000,6.82793062608,0,1e-05,1887,0,7
10251.000000,6.82793062608,0,1e-05,2004,0,4
10854.000000,6.82793062608,0,1e-05,2121,0,1
11457.000000,6.82793062608,0,1e-05,2238,0,18
12060.000000,6.82793062608,0,1e-05,2355,0,15
12663.000000,6.82793062608,0,1e-05,2472,0,12
13266.000000,6.82793062608,0,1e-05,2589,0,9
