event_idx,unix_ts,elapsed_sec,stage,L,overlap,outside,feas,no_overlap,feasible,csv_path,svg_path
0,1777084263,5.000000,initial,2.4149999999999996,0,0,0,1,1,csv/history/N5_20260424_193054_job5489987_node_01_i12n1_w001_initial_noov_feas_e000000_t1777084263_N005.csv,img/history/N5_20260424_193054_job5489987_node_01_i12n1_w001_initial_noov_feas_e000000_t1777084263_N005.svg
1,1777084267,9.000000,bracket_shrink_feas,2.3425499999999997,0,0,0,1,1,csv/history/N5_20260424_193054_job5489987_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000001_t1777084267_N005.csv,img/history/N5_20260424_193054_job5489987_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000001_t1777084267_N005.svg
2,1777084272,14.000000,bracket_shrink_feas,2.2722734999999998,0,0,0,1,1,csv/history/N5_20260424_193054_job5489987_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000002_t1777084272_N005.csv,img/history/N5_20260424_193054_job5489987_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000002_t1777084272_N005.svg
3,1777084277,19.000000,bracket_shrink_feas,2.2041052949999997,0,0,0,1,1,csv/history/N5_20260424_193054_job5489987_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000003_t1777084277_N005.csv,img/history/N5_20260424_193054_job5489987_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000003_t1777084277_N005.svg
4,1777084282,24.000000,bracket_shrink_feas,2.1379821361499998,0,0,0,1,1,csv/history/N5_20260424_193054_job5489987_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000004_t1777084282_N005.csv,img/history/N5_20260424_193054_job5489987_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000004_t1777084282_N005.svg
5,1777084288,30.000000,bracket_shrink_feas,2.0738426720654997,0,0,0,1,1,csv/history/N5_20260424_193054_job5489987_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000005_t1777084288_N005.csv,img/history/N5_20260424_193054_job5489987_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000005_t1777084288_N005.svg
6,1777084294,36.000000,bracket_shrink_feas,2.0116273919035348,1.1165530281100905e-05,0,1.1165530281100905e-05,0,0,csv/history/N5_20260424_193054_job5489987_node_01_i12n1_w001_bracket_shrink_feas_ov_infeas_e000006_t1777084294_N005.csv,img/history/N5_20260424_193054_job5489987_node_01_i12n1_w001_bracket_shrink_feas_ov_infeas_e000006_t1777084294_N005.svg
7,1777084300,42.000000,bracket_shrink_feas,1.9512785701464286,0,0,0,1,1,csv/history/N5_20260424_193054_job5489987_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000007_t1777084300_N005.csv,img/history/N5_20260424_193054_job5489987_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000007_t1777084300_N005.svg
8,1777084307,49.000000,bracket_shrink_feas,1.8927402130420357,0,0,0,1,1,csv/history/N5_20260424_193054_job5489987_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000008_t1777084307_N005.csv,img/history/N5_20260424_193054_job5489987_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000008_t1777084307_N005.svg
9,1777084313,55.000000,bracket_shrink_feas,1.8359580066507746,0,0,0,1,1,csv/history/N5_20260424_193054_job5489987_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000009_t1777084313_N005.csv,img/history/N5_20260424_193054_job5489987_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000009_t1777084313_N005.svg
