event_idx,unix_ts,elapsed_sec,stage,L,overlap,outside,feas,no_overlap,feasible,csv_path,svg_path
0,1777083738,6.000000,initial,3.4499999999999997,0,0,0,1,1,csv/history/N10_job5489985_node_02_i12n4_w001_initial_noov_feas_e000000_t1777083738_N010.csv,img/history/N10_job5489985_node_02_i12n4_w001_initial_noov_feas_e000000_t1777083738_N010.svg
1,1777083744,12.000000,bracket_shrink_feas,3.3464999999999998,0,0,0,1,1,csv/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_noov_feas_e000001_t1777083744_N010.csv,img/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_noov_feas_e000001_t1777083744_N010.svg
2,1777083749,17.000000,bracket_shrink_feas,3.2461049999999996,0,0,0,1,1,csv/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_noov_feas_e000002_t1777083749_N010.csv,img/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_noov_feas_e000002_t1777083749_N010.svg
3,1777083755,23.000000,bracket_shrink_feas,3.1487218499999994,1.2352850845130791e-05,0,1.2352850845130791e-05,0,0,csv/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_ov_infeas_e000003_t1777083755_N010.csv,img/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_ov_infeas_e000003_t1777083755_N010.svg
4,1777083762,30.000000,bracket_shrink_feas,3.0542601944999994,0,0,0,1,1,csv/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_noov_feas_e000004_t1777083762_N010.csv,img/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_noov_feas_e000004_t1777083762_N010.svg
5,1777083768,36.000000,bracket_shrink_feas,2.9626323886649994,1.1808483062276338e-05,0,1.1808483062276338e-05,0,0,csv/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_ov_infeas_e000005_t1777083768_N010.csv,img/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_ov_infeas_e000005_t1777083768_N010.svg
6,1777083775,43.000000,bracket_shrink_feas,2.8737534170050494,3.3184317380596735e-06,0,3.3184317380596735e-06,0,0,csv/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_ov_infeas_e000006_t1777083775_N010.csv,img/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_ov_infeas_e000006_t1777083775_N010.svg
7,1777083782,50.000000,bracket_shrink_feas,2.7875408144948977,0.0010275069667537097,0,0.0010275069667537097,0,0,csv/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_ov_infeas_e000007_t1777083782_N010.csv,img/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_ov_infeas_e000007_t1777083782_N010.svg
8,1777083790,58.000000,bracket_shrink_feas,2.7039145900600507,0,0,0,1,1,csv/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_noov_feas_e000008_t1777083790_N010.csv,img/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_noov_feas_e000008_t1777083790_N010.svg
9,1777083798,66.000000,bracket_shrink_feas,2.622797152358249,0,0,0,1,1,csv/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_noov_feas_e000009_t1777083798_N010.csv,img/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_noov_feas_e000009_t1777083798_N010.svg
10,1777083806,74.000000,bracket_shrink_feas,2.5441132377875015,4.6716397392245444e-05,0,4.6716397392245444e-05,0,0,csv/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_ov_infeas_e000010_t1777083806_N010.csv,img/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_ov_infeas_e000010_t1777083806_N010.svg
11,1777083815,83.000000,bracket_shrink_feas,2.4677898406538765,0,0,0,1,1,csv/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_noov_feas_e000011_t1777083815_N010.csv,img/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_noov_feas_e000011_t1777083815_N010.svg
12,1777083824,92.000000,bracket_shrink_feas,2.39375614543426,0,0,0,1,1,csv/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_noov_feas_e000012_t1777083824_N010.csv,img/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_noov_feas_e000012_t1777083824_N010.svg
13,1777083833,101.000000,bracket_shrink_feas,2.321943461071232,2.3100444302239586e-07,0,2.3100444302239586e-07,0,0,csv/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_ov_infeas_e000013_t1777083833_N010.csv,img/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_ov_infeas_e000013_t1777083833_N010.svg
14,1777083844,112.000000,bracket_shrink_feas,2.2522851572390947,9.6836025462347514e-08,0,9.6836025462347514e-08,0,0,csv/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_ov_infeas_e000014_t1777083844_N010.csv,img/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_ov_infeas_e000014_t1777083844_N010.svg
15,1777083856,124.000000,bracket_shrink_feas,2.184716602521922,3.9129297846337152e-06,0,3.9129297846337152e-06,0,0,csv/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_ov_infeas_e000015_t1777083856_N010.csv,img/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_ov_infeas_e000015_t1777083856_N010.svg
16,1777083868,136.000000,bracket_shrink_feas,2.1191751044462643,0,0,0,1,1,csv/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_noov_feas_e000016_t1777083868_N010.csv,img/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_noov_feas_e000016_t1777083868_N010.svg
17,1777083882,150.000000,bracket_shrink_feas,2.0555998513128761,2.0709264370060097e-06,0,2.0709264370060097e-06,0,0,csv/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_ov_infeas_e000017_t1777083882_N010.csv,img/history/N10_job5489985_node_02_i12n4_w001_bracket_shrink_feas_ov_infeas_e000017_t1777083882_N010.svg
18,1777083905,173.000000,bisect_feas,2.0247658535431832,0.0011812129118473332,0,0.0011812129118473332,0,0,csv/history/N10_job5489985_node_02_i12n4_w001_bisect_feas_ov_infeas_e000018_t1777083905_N010.csv,img/history/N10_job5489985_node_02_i12n4_w001_bisect_feas_ov_infeas_e000018_t1777083905_N010.svg
19,1777083964,232.000000,bisect_feas,2.0242840723280318,6.8602520645474545e-07,0,6.8602520645474545e-07,0,0,csv/history/N10_job5489985_node_02_i12n4_w001_bisect_feas_ov_infeas_e000019_t1777083964_N010.csv,img/history/N10_job5489985_node_02_i12n4_w001_bisect_feas_ov_infeas_e000019_t1777083964_N010.svg
20,1777083974,242.000000,bisect_feas,2.0240431817204563,2.4502637350786741e-05,0,2.4502637350786741e-05,0,0,csv/history/N10_job5489985_node_02_i12n4_w001_bisect_feas_ov_infeas_e000020_t1777083974_N010.csv,img/history/N10_job5489985_node_02_i12n4_w001_bisect_feas_ov_infeas_e000020_t1777083974_N010.svg
