# prefix=N100_job5490048_task1 run_id=1 seed=12346 N=100
step,time_sec,info
121,602.000000,bestL=6.84341777724 feas=0.000e+00 eps=0.000238
242,1206.000000,bestL=6.84341777724 feas=0.000e+00 eps=6.24e-05
362,1810.000000,bestL=6.83516956294 feas=0.000e+00 eps=4.53e-05
481,2411.000000,bestL=6.82882202754 feas=0.000e+00 eps=2.9e-05
600,3016.000000,bestL=6.82806718674 feas=0.000e+00 eps=1e-05
717,3618.000000,bestL=6.82793062608 feas=0.000e+00 eps=1e-05
834,4221.000000,bestL=6.82793062608 feas=0.000e+00 eps=1e-05
951,4824.000000,bestL=6.82793062608 feas=0.000e+00 eps=1e-05
1068,5427.000000,bestL=6.82793062608 feas=0.000e+00 eps=1e-05
1185,6030.000000,bestL=6.82793062608 feas=0.000e+00 eps=1e-05
1302,6633.000000,bestL=6.82793062608 feas=0.000e+00 eps=1e-05
1419,7236.000000,bestL=6.82793062608 feas=0.000e+00 eps=1e-05
1536,7839.000000,bestL=6.82793062608 feas=0.000e+00 eps=1e-05
1653,8442.000000,bestL=6.82793062608 feas=0.000e+00 eps=1e-05
1770,9044.000000,bestL=6.82793062608 feas=0.000e+00 eps=1e-05
1887,9647.000000,bestL=6.82793062608 feas=0.000e+00 eps=1e-05
2004,10251.000000,bestL=6.82793062608 feas=0.000e+00 eps=1e-05
2121,10854.000000,bestL=6.82793062608 feas=0.000e+00 eps=1e-05
2238,11457.000000,bestL=6.82793062608 feas=0.000e+00 eps=1e-05
2355,12060.000000,bestL=6.82793062608 feas=0.000e+00 eps=1e-05
2472,12663.000000,bestL=6.82793062608 feas=0.000e+00 eps=1e-05
2589,13266.000000,bestL=6.82793062608 feas=0.000e+00 eps=1e-05
