event_idx,unix_ts,elapsed_sec,stage,L,overlap,outside,feas,no_overlap,feasible,csv_path,svg_path
0,1777083738,6.000000,initial,3.4499999999999997,0,0,0,1,1,csv/history/N10_job5489985_node_01_i12n1_w001_initial_noov_feas_e000000_t1777083738_N010.csv,img/history/N10_job5489985_node_01_i12n1_w001_initial_noov_feas_e000000_t1777083738_N010.svg
1,1777083743,11.000000,bracket_shrink_feas,3.3464999999999998,0,0,0,1,1,csv/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000001_t1777083743_N010.csv,img/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000001_t1777083743_N010.svg
2,1777083749,17.000000,bracket_shrink_feas,3.2461049999999996,0,0,0,1,1,csv/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000002_t1777083749_N010.csv,img/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000002_t1777083749_N010.svg
3,1777083755,23.000000,bracket_shrink_feas,3.1487218499999994,0,0,0,1,1,csv/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000003_t1777083755_N010.csv,img/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000003_t1777083755_N010.svg
4,1777083761,29.000000,bracket_shrink_feas,3.0542601944999994,7.5506471984958519e-06,0,7.5506471984958519e-06,0,0,csv/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_ov_infeas_e000004_t1777083761_N010.csv,img/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_ov_infeas_e000004_t1777083761_N010.svg
5,1777083768,36.000000,bracket_shrink_feas,2.9626323886649994,0.00022534370344443508,0,0.00022534370344443508,0,0,csv/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_ov_infeas_e000005_t1777083768_N010.csv,img/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_ov_infeas_e000005_t1777083768_N010.svg
6,1777083774,42.000000,bracket_shrink_feas,2.8737534170050494,0,0,0,1,1,csv/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000006_t1777083774_N010.csv,img/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000006_t1777083774_N010.svg
7,1777083782,50.000000,bracket_shrink_feas,2.7875408144948977,1.2410677337345366e-07,0,1.2410677337345366e-07,0,0,csv/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_ov_infeas_e000007_t1777083782_N010.csv,img/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_ov_infeas_e000007_t1777083782_N010.svg
8,1777083789,57.000000,bracket_shrink_feas,2.7039145900600507,0.0007219415092159985,0,0.0007219415092159985,0,0,csv/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_ov_infeas_e000008_t1777083789_N010.csv,img/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_ov_infeas_e000008_t1777083789_N010.svg
9,1777083797,65.000000,bracket_shrink_feas,2.622797152358249,0,0,0,1,1,csv/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000009_t1777083797_N010.csv,img/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000009_t1777083797_N010.svg
10,1777083805,73.000000,bracket_shrink_feas,2.5441132377875015,0.00013773889370106063,0,0.00013773889370106063,0,0,csv/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_ov_infeas_e000010_t1777083805_N010.csv,img/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_ov_infeas_e000010_t1777083805_N010.svg
11,1777083813,81.000000,bracket_shrink_feas,2.4677898406538765,0,0,0,1,1,csv/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000011_t1777083813_N010.csv,img/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000011_t1777083813_N010.svg
12,1777083822,90.000000,bracket_shrink_feas,2.39375614543426,0.0043517159673383239,0,0.0043517159673383239,0,0,csv/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_ov_infeas_e000012_t1777083822_N010.csv,img/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_ov_infeas_e000012_t1777083822_N010.svg
13,1777083832,100.000000,bracket_shrink_feas,2.321943461071232,0,0,0,1,1,csv/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000013_t1777083832_N010.csv,img/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000013_t1777083832_N010.svg
14,1777083842,110.000000,bracket_shrink_feas,2.2522851572390947,0,0,0,1,1,csv/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000014_t1777083842_N010.csv,img/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000014_t1777083842_N010.svg
15,1777083853,121.000000,bracket_shrink_feas,2.184716602521922,0,0,0,1,1,csv/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000015_t1777083853_N010.csv,img/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000015_t1777083853_N010.svg
16,1777083866,134.000000,bracket_shrink_feas,2.1191751044462643,0,0,0,1,1,csv/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000016_t1777083866_N010.csv,img/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000016_t1777083866_N010.svg
17,1777083879,147.000000,bracket_shrink_feas,2.0555998513128761,0,0,0,1,1,csv/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000017_t1777083879_N010.csv,img/history/N10_job5489985_node_01_i12n1_w001_bracket_shrink_feas_noov_feas_e000017_t1777083879_N010.svg
18,1777083912,180.000000,bisect_feas,2.0401828524280297,0.0019002483338069786,0,0.0019002483338069786,0,0,csv/history/N10_job5489985_node_01_i12n1_w001_bisect_feas_ov_infeas_e000018_t1777083912_N010.csv,img/history/N10_job5489985_node_01_i12n1_w001_bisect_feas_ov_infeas_e000018_t1777083912_N010.svg
