event_idx,unix_ts,elapsed_sec,stage,L,overlap,outside,feas,no_overlap,feasible,csv_path,svg_path
0,1777083743,6.000000,initial,3.4499999999999997,0.00017579904813976691,0,0.00017579904813976691,0,0,csv/history/N10_job5489985_node_03_i12n7_w001_initial_ov_infeas_e000000_t1777083743_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_initial_ov_infeas_e000000_t1777083743_N010.svg
1,1777083749,12.000000,bracket_shrink_feas,3.3464999999999998,0,0,0,1,1,csv/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000001_t1777083749_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000001_t1777083749_N010.svg
2,1777083754,17.000000,bracket_shrink_feas,3.2461049999999996,0,0,0,1,1,csv/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000002_t1777083754_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000002_t1777083754_N010.svg
3,1777083760,23.000000,bracket_shrink_feas,3.1487218499999994,0,0,0,1,1,csv/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000003_t1777083760_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000003_t1777083760_N010.svg
4,1777083767,30.000000,bracket_shrink_feas,3.0542601944999994,0.0001310030938154665,0,0.0001310030938154665,0,0,csv/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000004_t1777083767_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000004_t1777083767_N010.svg
5,1777083773,36.000000,bracket_shrink_feas,2.9626323886649994,0,0,0,1,1,csv/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000005_t1777083773_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000005_t1777083773_N010.svg
6,1777083780,43.000000,bracket_shrink_feas,2.8737534170050494,8.1678622384707621e-06,0,8.1678622384707621e-06,0,0,csv/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000006_t1777083780_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000006_t1777083780_N010.svg
7,1777083788,51.000000,bracket_shrink_feas,2.7875408144948977,8.6993347526366366e-05,0,8.6993347526366366e-05,0,0,csv/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000007_t1777083788_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000007_t1777083788_N010.svg
8,1777083795,58.000000,bracket_shrink_feas,2.7039145900600507,2.9038657656636677e-06,0,2.9038657656636677e-06,0,0,csv/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000008_t1777083795_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000008_t1777083795_N010.svg
9,1777083803,66.000000,bracket_shrink_feas,2.622797152358249,4.870398957411583e-06,0,4.870398957411583e-06,0,0,csv/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000009_t1777083803_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000009_t1777083803_N010.svg
10,1777083812,75.000000,bracket_shrink_feas,2.5441132377875015,0.00017819566627108821,0,0.00017819566627108821,0,0,csv/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000010_t1777083812_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000010_t1777083812_N010.svg
11,1777083821,84.000000,bracket_shrink_feas,2.4677898406538765,0,0,0,1,1,csv/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000011_t1777083821_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000011_t1777083821_N010.svg
12,1777083831,94.000000,bracket_shrink_feas,2.39375614543426,0.00062373861537192918,0,0.00062373861537192918,0,0,csv/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000012_t1777083831_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000012_t1777083831_N010.svg
13,1777083840,103.000000,bracket_shrink_feas,2.321943461071232,7.3260769503761297e-07,0,7.3260769503761297e-07,0,0,csv/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000013_t1777083840_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_ov_infeas_e000013_t1777083840_N010.svg
14,1777083851,114.000000,bracket_shrink_feas,2.2522851572390947,0,0,0,1,1,csv/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000014_t1777083851_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000014_t1777083851_N010.svg
15,1777083863,126.000000,bracket_shrink_feas,2.184716602521922,0,0,0,1,1,csv/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000015_t1777083863_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000015_t1777083863_N010.svg
16,1777083874,137.000000,bracket_shrink_feas,2.1191751044462643,0,0,0,1,1,csv/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000016_t1777083874_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_bracket_shrink_feas_noov_feas_e000016_t1777083874_N010.svg
17,1777083896,159.000000,bisect_feas,2.0873874778795702,7.2120818100760109e-06,0,7.2120818100760109e-06,0,0,csv/history/N10_job5489985_node_03_i12n7_w001_bisect_feas_ov_infeas_e000017_t1777083896_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_bisect_feas_ov_infeas_e000017_t1777083896_N010.svg
18,1777083939,202.000000,bisect_feas,2.086394114549361,5.4971358619816055e-07,0,5.4971358619816055e-07,0,0,csv/history/N10_job5489985_node_03_i12n7_w001_bisect_feas_ov_infeas_e000018_t1777083939_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_bisect_feas_ov_infeas_e000018_t1777083939_N010.svg
19,1777083948,211.000000,bisect_feas,2.0858974328842566,4.9979551386448334e-06,0,4.9979551386448334e-06,0,0,csv/history/N10_job5489985_node_03_i12n7_w001_bisect_feas_ov_infeas_e000019_t1777083948_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_bisect_feas_ov_infeas_e000019_t1777083948_N010.svg
20,1777083974,237.000000,bisect_feas,2.0858353476761184,0,0,0,1,1,csv/history/N10_job5489985_node_03_i12n7_w001_bisect_feas_noov_feas_e000020_t1777083974_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_bisect_feas_noov_feas_e000020_t1777083974_N010.svg
21,1777083982,245.000000,bisect_feas,2.0858043050720494,2.7780756997533473e-05,0,2.7780756997533473e-05,0,0,csv/history/N10_job5489985_node_03_i12n7_w001_bisect_feas_ov_infeas_e000021_t1777083982_N010.csv,img/history/N10_job5489985_node_03_i12n7_w001_bisect_feas_ov_infeas_e000021_t1777083982_N010.svg
