# prefix=N93_job5048494_task93 run_id=93 seed=12345 L=7.9463640389506729 best_feas=0 N=93
i,cx,cy,theta_rad
0,-0.88719432726244474,-0.66617600912944397,2.8851033942533952
1,-0.96190347490506678,0.37675720166283905,1.4767377041013106
2,-1.6213856912481384,-1.7363764029001052,0.83997047194140007
3,0.96933877535704238,2.894540396538305,4.3194505442086468
4,1.0384230211002334,-1.9452862728579099,6.1279326554899649
5,2.5945685085519981,0.53920633398871343,4.0483957636639536
6,2.7112038899262849,3.014945264960184,4.7241198059931975
7,1.9773410084098506,2.5179292530203075,2.5232067758475334
8,-0.49337725430099133,-3.3021009907916561,3.8224710888406119
9,-3.3097537182229888,2.704656746831124,4.8164026190640854
10,-2.6394475453754702,1.209669107793784,0.1658709581866683
11,2.3953243218569282,1.551613045821425,4.9100863360871241
12,0.30538840563781289,-3.0511715388050962,5.5647098507218757
13,-0.009634190549529964,0.72584929845922364,0.35769259477121434
14,2.7262853883721885,3.5853830675700364,1.2703700331254684
15,1.4707630468355433,0.88846685549077598,5.9208636680226245
16,-3.5962193573511732,3.095086821531579,0.46933199216348043
17,-0.61885520308653519,0.26120668287817039,3.0325636244436502
18,1.3482281412287649,-3.7607183138621516,0.16488975626668723
19,-3.5629989394129118,0.80525693326714576,5.7246942252385953
20,-3.5973281129169301,-0.83109985479302961,3.6715200306830238
21,-2.1182593847100892,-3.6741498709132996,5.9442075947826929
22,-3.6707281623184591,-2.5044824200429607,3.90530046914823
23,3.6209244466807493,-3.4257270313359349,5.8982617419980325
24,0.69156574429361106,0.39805652471588482,5.3587336527513099
25,1.0513729512273469,3.3942094150447475,5.0600515948654916
26,-1.2693052686421897,-2.5317417930723276,3.5133652946144052
27,-2.7063899218543903,-1.7972865542089795,5.6983840934461778
28,1.3128101666238967,-0.062553952027166626,2.4056529120755608
29,-0.072293558056817503,-0.71054839887196242,4.1266756505729063
30,3.4189265889834028,-1.4845768568915358,0.23114491210813476
31,-3.0156944432876114,0.46941467768350226,4.2643792570053636
32,0.24561616232946731,-3.5048732947209738,4.5017051067676475
33,-3.5371444261215226,-3.0885055839919362,2.9715633195505715
34,2.0519891646069839,0.24940724318423879,2.9565927155196681
35,2.6613612947225604,-1.7576858738422128,0.029637801646574174
36,-3.1871567203326974,-1.9087570235630471,2.026343575119685
