# L=12.717338481834425 best_feas=0 N=200
i,x,y,r
0,-4.5049297535785078,5.8769039087324533,0.45000000000000001
1,4.3588006332384097,3.4486392048717716,0.45000000000000001
2,-2.1757727429090288,3.4652757628146782,0.45000000000000001
3,-0.31772219396655099,-5.9019029614500376,0.45000000000000001
4,3.9861259217942093,-5.0920300530736231,0.45000000000000001
5,-1.9315295583977365,-0.93046080462620662,0.45000000000000001
6,-2.5602794084766352,-3.4013266636087307,0.45000000000000001
7,1.0937963761594895,-0.15835317707587598,0.45000000000000001
8,2.5373633820520656,5.0606326422575334,0.45000000000000001
9,-1.2882422484410863,1.6612639838951306,0.45000000000000001
10,5.1050897608443124,-1.8148970005725318,0.45000000000000001
11,-4.3545409362370622,-3.3785016042400264,0.45000000000000001
12,5.8927783971643306,-4.187078897236387,0.45000000000000001
13,-2.1540715263607995,5.089838989348995,0.45000000000000001
14,5.0669569067114786,-0.86097847399722793,0.45000000000000001
15,0.58976054665718469,5.1250774594268194,0.45000000000000001
16,4.288075469617965,-0.39064192981723628,0.45000000000000001
17,0.64917892549448242,-4.3020692603564719,0.45000000000000001
18,-4.9998629183863139,1.8429146413612327,0.45000000000000001
19,-3.2340688497358272,0.078325797259871363,0.45000000000000001
20,0.60515478478250417,-5.8470604041370526,0.45000000000000001
21,1.0650841371708462,2.7004459620106687,0.45000000000000001
22,-3.5757774964982425,4.2790435739539046,0.45000000000000001
23,0.2736176006393336,0.21685897440339297,0.45000000000000001
24,-5.5730450693350111,-0.5769735423814113,0.45000000000000001
25,1.2206044743788158,-1.9276597351206683,0.45000000000000001
26,-2.2017214312640805,-4.298662451078493,0.45000000000000001
27,-1.2831868119184409,-4.2289577714852502,0.45000000000000001
28,1.1116617082599363,5.9019495096762844,0.45000000000000001
29,2.7436429350546159,-0.33787531284620687,0.45000000000000001
30,0.11858111506992958,5.9084190431067718,0.45000000000000001
31,-5.8970727123574083,3.4073701942847241,0.45000000000000001
32,5.8687383390521521,-0.40784883657805771,0.45000000000000001
33,-1.0873227891386967,-2.6127439650448241,0.45000000000000001
34,3.9347300967166148,4.2442635479633575,0.45000000000000001
35,-4.0222282022598765,1.8337987993407614,0.45000000000000001
36,-1.5066055578170832,-1.8161229234888105,0.45000000000000001
37,-0.59539994707224497,-1.8203211257540577,0.45000000000000001
38,-5.8721878172574371,-5.9042662544169984,0.45000000000000001
39,2.0531094184535212,5.8871154011883,0.45000000000000001
40,-3.1236208438284017,1.7630800409067375,0.45000000000000001
41,-0.83785886142509536,-5.0890274802309694,0.45000000000000001
42,-4.4822981288490267,4.2935411468470939,0.45000000000000001
43,4.3188843464403623,0.59078789331700876,0.45000000000000001
44,1.9911708304934732,4.3116020956174186,0.45000000000000001
45,1.9485616356518398,0.13703174007840929,0.45000000000000001
46,-5.3551628561867322,2.6750500867333113,0.45000000000000001
47,1.9029527958293646,1.061647795007991,0.45000000000000001
48,-5.4088983547355118,5.9059390443120678,0.45000000000000001
49,-2.6500256978757051,-5.0973499955072068,0.45000000000000001
50,3.5410983702514089,0.12671335067922757,0.45000000000000001
51,1.5676225450052015,5.1214218515391288,0.45000000000000001
52,3.4912828320450844,1.9730403085098205,0.45000000000000001
53,1.6211769432725278,-2.7348530301807217,0.45000000000000001
54,4.2836323934696052,1.5416729996250906,0.45000000000000001
55,-0.32030836645897387,-4.2732415320495205,0.45000000000000001
56,0.71741292567980264,-2.6784650907947065,0.45000000000000001
57,2.7179809496811917,0.63321304409246637,0.45000000000000001
58,2.1336133600696829,-1.9547225566147231,0.45000000000000001
59,-0.79787621089821792,2.6624231801337581,0.45000000000000001
60,-2.5880501932626929,4.2892276796991773,0.45000000000000001
61,-1.2529213491055282,5.0669922987637444,0.45000000000000001
62,-3.0895255904474159,3.4618837496934858,0.45000000000000001
63,3.5234942749227711,1.0457865807691038,0.45000000000000001
64,-5.009960587387889,0.13682133182155887,0.45000000000000001
65,5.3584733657112329,5.084325519737094,0.45000000000000001
66,-2.8442252234770979,-0.75971596294978394,0.45000000000000001
67,2.9927487875892838,5.8631137245538856,0.45000000000000001
68,-0.54547744548538057,-0.18961592185803586,0.45000000000000001
69,-0.74297899236415277,4.240475628027065,0.45000000000000001
70,5.8978221356526923,-5.0882673740186588,0.45000000000000001
71,-2.6006320256617834,0.91008305171709736,0.45000000000000001
72,-2.6044814344117948,2.585099658501389,0.45000000000000001
73,2.9943633393593321,-5.146166381744151,0.45000000000000001
74,-0.74322391254255027,-3.4465637153647988,0.45000000000000001
75,3.4973217724386862,-0.84802109207352339,0.45000000000000001
76,5.900765072786589,-1.3434383045351845,0.45000000000000001
77,-4.4476081650777237,2.6684740141613763,0.45000000000000001
78,2.4947147172783009,3.4843794089093536,0.45000000000000001
79,5.0331742450847807,4.0855158611990223,0.45000000000000001
80,2.6897889680207516,-1.2455623792127939,0.45000000000000001
81,3.0013618460658709,4.2843430879258895,0.45000000000000001
82,-4.9330941349383899,-2.6888932479750141,0.45000000000000001
83,-5.5461891331822137,4.2851117351476908,0.45000000000000001
84,-5.896957967559799,-1.4211491651599271,0.45000000000000001
85,3.4542961174963605,3.4328219255188239,0.45000000000000001
86,-5.8997082298991472,1.9467683503481232,0.45000000000000001
87,1.5728410434226741,1.9150729269558724,0.45000000000000001
88,1.824030348263562,-0.96105681105530438,0.45000000000000001
89,0.30791597244409064,-1.8761013829456448,0.45000000000000001
90,-5.5403509882901441,-5.0614470403075318,0.45000000000000001
91,-0.38296327333902974,1.8420671539705611,0.45000000000000001
92,-5.7424952880410602,-3.3104334072032144,0.45000000000000001
93,2.4916344004510074,-5.8964343184901704,0.45000000000000001
94,-1.2354566852031024,3.4568720442427434,0.45000000000000001
95,-4.0501129302392442,-5.9040484669028208,0.45000000000000001
96,5.8828909801911227,-3.2233339329348438,0.45000000000000001
97,-0.84200928362111049,5.9017197074032453,0.45000000000000001
98,-3.7480756634095402,-0.67611815254362528,0.45000000000000001
99,4.8093885097208142,5.8668118828972959,0.45000000000000001
100,1.5541673525336617,-5.9072969509103865,0.45000000000000001
101,-5.0001621266626302,-4.0154173382241503,0.45000000000000001
102,-2.6447602126786056,5.9012749219607494,0.45000000000000001
103,2.0683093177833856,-3.5251733805229857,0.45000000000000001
104,-4.9560252114955619,3.5262868176052318,0.45000000000000001
105,-5.8972291372564767,5.1251681770675912,0.45000000000000001
106,-3.100161091260432,-4.1375570359622529,0.45000000000000001
107,-2.1671497379601692,-5.8984664114716345,0.45000000000000001
108,1.6099052139110657,-4.3001184772042347,0.45000000000000001
109,-3.5322839526109497,2.6032391329254287,0.45000000000000001
110,-3.0935926932963973,5.0506626068400822,0.45000000000000001
111,5.8345033469689804,3.3767934067103913,0.45000000000000001
112,-2.9826715575980183,-2.4691681273502346,0.45000000000000001
113,-5.0690358300763467,-1.7796160222260264,0.45000000000000001
114,1.0473892485984191,0.77537984478000233,0.45000000000000001
115,3.4482175672481921,-2.7221897184083756,0.45000000000000001
116,4.0978124684829309,-3.4356230886544479,0.45000000000000001
117,-2.4041210221747313,-1.7092628254647744,0.45000000000000001
118,-2.0790815871860504,-2.5613834393500001,0.45000000000000001
119,5.1113600755599951,0.079613435516741521,0.45000000000000001
120,3.5385765571361993,-5.8969403121936814,0.45000000000000001
121,4.4406178230766216,-5.9031068858962161,0.45000000000000001
122,-5.9071866947585256,0.27516804796196143,0.45000000000000001
123,0.17457845667942343,-3.518098181386526,0.45000000000000001
124,2.5402071482420219,1.7107832986130553,0.45000000000000001
125,-2.3351381958483661,0.0026403357324532861,0.45000000000000001
126,1.9710957447177311,2.7270017693879187,0.45000000000000001
127,0.89880432040595393,-1.041582690582219,0.45000000000000001
128,-0.33717092251253145,5.126075171947635,0.45000000000000001
129,-1.7430520155382405,-5.0793099535833592,0.45000000000000001
130,0.60142600828461956,3.4942232468714778,0.45000000000000001
131,-3.4569377340090606,-3.2512132075920634,0.45000000000000001
132,1.0873464850793173,4.3010801536068382,0.45000000000000001
133,-1.652545534814877,4.2603589505527122,0.45000000000000001
134,-3.2977499126302279,-1.5679312374416619,0.45000000000000001
135,-3.5613145651473745,5.8984241574054606,0.45000000000000001
136,4.9054635063040033,-5.0803950036378573,0.45000000000000001
137,0.12215653004589994,2.6505529905428658,0.45000000000000001
138,1.1084472319325975,-5.0925801858840094,0.45000000000000001
139,5.8616571601966667,5.8834379860913577,0.45000000000000001
140,-5.5268161710294104,1.0929840985013541,0.45000000000000001
141,4.2898069658514419,-1.318596496905091,0.45000000000000001
142,4.4045629727099103,5.0434915655876562,0.45000000000000001
143,0.14255106370996015,-5.0612966040348946,0.45000000000000001
144,-1.2423314164003243,-5.8956563353358469,0.45000000000000001
145,-1.6430817952989383,-3.3991710307600913,0.45000000000000001
146,-4.9541085182263078,-5.8537434907150763,0.45000000000000001
147,-4.9805141533963679,5.0746253792688947,0.45000000000000001
148,-1.0152118442044034,-0.99082214196812013,0.45000000000000001
149,5.0680819263884525,2.8636151482187207,0.45000000000000001
150,2.0640214431563302,-5.0944277985976791,0.45000000000000001
151,-3.5778357493066104,-5.1024115733139555,0.45000000000000001
152,3.0256148379975354,-3.5331086836120509,0.45000000000000001
153,3.4947387177085396,-1.8045245765428239,0.45000000000000001
154,-1.7022484159152746,0.84843234876869145,0.45000000000000001
155,-1.7434467962432387,5.8971367624540694,0.45000000000000001
156,2.88812708402049,2.6514276418071554,0.45000000000000001
157,5.9072311848875998,0.54264522508478252,0.45000000000000001
158,-5.9038226427578548,-4.2035849539199281,0.45000000000000001
159,-0.72041607565015464,0.77894177277323129,0.45000000000000001
160,-3.995199068759455,3.4642257182158467,0.45000000000000001
161,-1.6995406567417448,2.5584793011840925,0.45000000000000001
162,2.5674719174243008,-4.3404429847991794,0.45000000000000001
163,-0.055517928579467551,-1.0080471050592963,0.45000000000000001
164,3.4807779118935276,-4.3321221449767053,0.45000000000000001
165,-4.6663176973133913,-0.73764380562238152,0.45000000000000001
166,-3.1222308738986695,-5.8904514300081452,0.45000000000000001
167,1.5040832839082734,3.4981715128752793,0.45000000000000001
168,-4.5733245138222864,1.0366995080063131,0.45000000000000001
169,0.16997674911013327,4.2920095887229861,0.45000000000000001
170,4.296782802275974,-2.3297765301013968,0.45000000000000001
171,5.899715595161612,1.4931541606565877,0.45000000000000001
172,5.368122616458745,-5.8975231211438421,0.45000000000000001
173,5.8683748979500638,2.4382043977122638,0.45000000000000001
174,-4.5139543432708713,-5.034157315088863,0.45000000000000001
175,-4.1179178009436894,0.25889752549185263,0.45000000000000001
176,2.5478978180540071,-2.7591528815756905,0.45000000000000001
177,0.16304849392194076,1.1160774826795998,0.45000000000000001
178,4.4381906475100141,-4.3016397241872051,0.45000000000000001
179,-4.1999907711837636,-1.5172269783910945,0.45000000000000001
180,-4.0104911263748102,5.0926327817795869,0.45000000000000001
181,5.1051894636687205,-3.6961229815673668,0.45000000000000001
182,5.9077656285025695,4.3280634652912271,0.45000000000000001
183,-0.31114537813423965,3.445967348734793,0.45000000000000001
184,-4.0698222403413906,-4.2423333688479836,0.45000000000000001
185,-4.0498894526940274,-2.4531619405287186,0.45000000000000001
186,3.4781368163874573,5.0640465866001261,0.45000000000000001
187,5.0916416067947408,1.9416621145958335,0.45000000000000001
188,4.2308703951344704,2.5330030219263997,0.45000000000000001
189,-1.4337164676160223,-0.027888792772118642,0.45000000000000001
190,0.64886099646711215,1.8787005635912464,0.45000000000000001
191,-3.5128060761794764,0.93552222585230704,0.45000000000000001
192,-5.8291828583073748,-2.3879225315151453,0.45000000000000001
193,-2.1856684865763594,1.7539413989704236,0.45000000000000001
194,5.8969241626694107,-2.2449431423726915,0.45000000000000001
195,1.1280783782923953,-3.5397504279122596,0.45000000000000001
196,5.1167276559291235,-2.7177680675578508,0.45000000000000001
197,-0.18830292174411384,-2.6846067393601629,0.45000000000000001
