run_id,seed,method,N,R,probe_idx,wall_sec_start,wall_sec_end,L_lo,L_hi,L_mid,slice_budget_sec,slice_used_sec,feasible,min_energy,min_feas,resample_events,L_best,bracket_width
0,99,pt,100,10,0,0.00,15.00,9.912114,14.868171,9.912114,15.00,15.00,0,1.648780e+01,1.648780e+01,0,,4.956057
0,99,pt,100,10,1,15.00,30.00,12.390142,14.868171,12.390142,15.00,15.00,0,1.336914e+01,1.336914e+01,0,,2.478028
0,99,pt,100,10,2,30.00,45.00,13.629156,14.868171,13.629156,15.00,15.00,0,1.578619e+01,1.578619e+01,0,,1.239014
0,99,pt,100,10,3,45.00,60.00,14.248664,14.868171,14.248664,15.00,15.00,0,9.502539e+00,9.502539e+00,0,,0.619507
0,99,pt,100,10,4,60.00,75.00,14.558417,14.868171,14.558417,15.00,15.00,0,8.835946e+00,8.835946e+00,0,,0.309754
0,99,pt,100,10,5,75.00,105.00,14.713294,14.868171,14.713294,30.00,30.00,0,1.006701e+01,1.006701e+01,0,,0.154877
0,99,pt,100,10,6,105.00,135.00,14.790732,14.868171,14.790732,30.00,30.00,0,9.035381e+00,9.035381e+00,0,,0.077438
0,99,pt,100,10,7,135.00,165.00,14.829452,14.868171,14.829452,30.00,30.00,0,1.488372e+01,1.488372e+01,0,,0.038719
0,99,pt,100,10,8,165.00,195.00,14.848811,14.868171,14.848811,30.00,30.00,0,1.938526e+01,1.938526e+01,0,,0.019360
0,99,pt,100,10,9,195.00,225.00,14.858491,14.868171,14.858491,30.00,30.00,0,1.633752e+01,1.633752e+01,0,,0.009680
0,99,pt,100,10,10,225.00,285.00,14.863331,14.868171,14.863331,60.00,60.00,0,1.346830e+01,1.346830e+01,0,,0.004840
0,99,pt,100,10,11,285.00,345.00,14.865751,14.868171,14.865751,60.00,60.00,0,1.049928e+01,1.049928e+01,0,,0.002420
0,99,pt,100,10,12,345.00,405.00,14.866961,14.868171,14.866961,60.00,60.00,0,1.478921e+01,1.478921e+01,0,,0.001210
0,99,pt,100,10,13,405.00,465.00,14.867566,14.868171,14.867566,60.00,60.00,0,1.760737e+01,1.760737e+01,0,,0.000605
0,99,pt,100,10,14,465.00,525.00,14.867868,14.868171,14.867868,60.00,60.00,0,1.997696e+01,1.997696e+01,0,,0.000302
0,99,pt,100,10,15,525.00,585.00,14.868019,14.868171,14.868019,60.00,60.00,0,7.245323e+00,7.245323e+00,0,,0.000151
0,99,pt,100,10,16,585.00,600.00,14.868095,14.868171,14.868095,15.00,15.00,0,1.087868e+01,1.087868e+01,0,,0.000076
