# prefix=N50_job5490044_task6 run_id=6 seed=12351 L=4.7376919050579138 best_feas=0 N=50
i,cx,cy,theta_rad
0,0.070923678241340063,0.13035352178027981,3.4564506113505882
1,-2.0433229116867668,1.5146622001941616,2.7315515560507055
2,-0.87838077577988805,-2.1596615022251595,5.6820722671925772
3,-1.5240518377616004,1.201075408846507,0.21841144915147997
4,-0.30458179067523844,0.90595029788057169,5.8149772583906598
5,1.5637300851338836,-0.37642636291383752,4.8128062858984864
6,0.82608374797265782,0.9475273313702034,4.5003529552260142
7,0.91127861024821488,-1.1721123770676649,0.96297023288231864
8,0.27664032915581011,-1.4935163704176431,4.379410175175269
9,0.042356720824868604,-0.65346401048182523,1.7798432666954778
10,0.14760030960049292,2.1526867468501978,2.7040805542720103
11,2.1375913544325829,2.0409176463258141,1.1996758840524127
12,-1.2909730122548417,1.9627750242215822,4.2862857920519986
13,-0.18670130881796884,0.44552416968892383,1.3398261689340012
14,0.89380807605837242,0.440987292691218,3.0712392634170902
15,-0.13441291018985846,-1.628587923175939,2.615928338100848
16,2.0395353980772599,-0.025331442462626357,5.8718434502787948
17,-2.1495423740644557,2.0329072168381872,4.9995310738618501
18,-1.9779216158307922,0.20873487416185837,2.6383548283599545
19,0.65373249258672439,-0.59766937979058909,0.23999137091869194
20,1.222136612183613,-0.76243858435488687,0.16198049977157572
21,-0.80904740633866856,-1.4871645549449426,0.58284232413650183
22,-0.34200667642443644,-0.33207933413296942,0.95144458892944461
23,-0.90906391118072771,-0.7415841677698779,0.1517533693099419
24,2.0243201151083845,1.5198868310281486,2.1698996688488745
25,-1.8945103400183616,-2.1277213734149427,0.61294939357407352
26,-1.2459310029151358,0.37658770516300655,4.5466218424884008
27,1.2762885406786248,-1.312973130756568,5.6497489889438883
28,1.642760184667021,0.067774102099609962,0.62673621145570124
29,2.0552124953520492,-0.73493995318791094,2.6621773644118685
30,-0.29871858879952412,-1.1979266646899642,4.8449225838200949
31,0.70951094312689411,1.9213235443203831,2.2335862707823764
32,-0.983139116391196,0.88937161513157481,1.5956974570856886
33,-1.2353322493310641,-2.0085483753451205,0.89503307746582739
34,1.5976827888737377,-2.0300693905050333,4.3466294120741509
35,1.3133841916012283,-1.6232423658300872,2.7651523323310521
36,-0.38705739537456357,1.9363037390054805,1.0680727194650546
37,-2.0373017525951385,0.77981924275356262,3.8569964642229695
38,0.3618428621633602,1.1042207014627441,5.4664393782909864
39,1.1263175558257301,1.3255453348318664,0.054792554372362884
40,-0.97886528906509618,1.3281944540086197,4.8995126102805484
41,2.147383882764998,0.98665426880976259,2.1749505986195365
42,-2.1357057879301551,-1.2170179585651424,4.5220604780876164
43,0.18126814920330742,0.74058136422611365,3.7608277632224123
44,-1.2954767654930688,-0.053307733035845413,1.9533576819822369
45,1.9659836424945478,-1.6810464853756317,5.8171114479939012
46,-1.5690412394574549,-0.84503633788723298,3.7823935042644714
47,0.25835201344269337,-2.0301872284556004,4.2872721297044043
48,-2.1187067706083917,-0.74312368060924783,5.2198893653048337
49,1.589643631457772,1.7137362535762648,0.62990467652113891
