# prefix=N10_20260424_200952_job5490040_node_01_i9n14_w001 run_id=9 seed=12354 L=2.39375614543426 best_feas=0.0043517159673383239 N=10
i,cx,cy,theta_rad
0,0.01887993879566615,-0.28650664757209332,4.8545113949440131
1,-0.55227502671659312,0.86212345214888775,5.1119758481449962
2,0.16264244421541332,0.30427263090259898,2.124108305206609
3,-0.63805298101517827,-0.046937887883865069,3.3293103912867892
4,-0.7628349512099295,-0.9456506835277555,0.11865142810994436
5,0.85310041216927535,-0.75834563264157617,2.0553444437304234
6,0.82892903351059588,0.37207857355287999,3.6066032932857079
7,-0.70204133594735518,0.5058139005690071,2.5892627069115393
8,0.32569867280711373,0.82964950796887615,4.4900028466713113
9,0.025736714349316556,-0.93004749915131935,0.48105114110933772
