# prefix=N10_job5489985_node_02_i12n4_w001 run_id=17 seed=12362 L=2.39375614543426 best_feas=0 N=10
i,cx,cy,theta_rad
0,-0.055070766732878959,-0.34004420288882997,4.6907714918614447
1,0.33111408094895001,-0.80719864742642722,4.2513197785981607
2,-0.71558499846169554,-0.6647909097012572,0.63787148268759486
3,-0.33481931627512312,0.66204992603161361,3.3729842076598042
4,0.97839490890253356,-0.21546701958892278,1.008972362813072
5,-0.19161757292304801,-0.87436930197482976,1.9830456866174773
6,-0.80771313669361944,0.25917444081810576,3.6542853716372043
7,0.82603996339754748,0.92188376220193691,3.1702934845835231
8,0.33032286770774127,0.7232623187805538,2.7353510735354125
9,-0.90906040245392261,0.74838960936653287,5.1703327764852496
