# prefix=N50_job5490045_task1 run_id=1 seed=12346 L=5.7581762948590445 best_feas=1.6764145097750997e-08 N=50
i,cx,cy,theta_rad
0,2.4129831801000323,0.13794064286512428,3.0852563302040208
1,0.56371853925797677,0.83094051976417105,5.6619602226924775
2,2.4110556136876626,1.4165538085855567,5.8530505228061793
3,1.305999316805434,0.13811519423490215,4.5623431020288248
4,2.2342681032388403,-2.5598938395718944,5.5690140079495229
5,-0.99662076793184962,1.414387576601168,6.027277361898884
6,0.12674961588296974,-0.54593016113767545,0.27939191625266185
7,-1.2333733099229349,2.5409239482321282,3.326189118154617
8,0.80380692650609653,1.9448427916384439,0.81781216607088025
9,-1.2695235601319079,0.90019612508897229,2.0717583345568906
10,-2.1908129120599318,1.9438599207082639,0.97652613085529161
11,-2.5228080072746848,-0.25918147485321918,5.697843427212316
12,-1.0597113480493336,0.348218412483492,2.2185718575185214
13,-0.017898634745318054,-1.985810985586435,3.3875314199133024
14,-2.0207726971317013,1.2857075701796585,1.0235543688586726
15,0.94993281285282394,-2.4700943775727393,0.98868202497828295
16,1.140896645954288,0.81529998749624677,4.0693246242932979
17,-2.1781139146828616,-2.5758311697245886,0.93999035203784809
18,0.72908421395569101,2.5233403553363942,5.0561451409024372
19,-0.99579026922037195,-2.1860704065847529,4.1501190115098492
20,2.4994037061578149,-1.6743093399469735,5.9378773273677021
21,-0.37964384988918964,-1.4839335266230891,1.8030655085367482
22,1.1871155763682493,1.5895868828820623,4.3817774857651877
23,1.6056840300618722,1.9686689200122587,6.280339801656984
24,1.3066150936817651,-1.8655140452787731,6.0832144134142148
25,-0.53893708094516879,0.12253720340237825,5.1922911367306952
26,-0.68851098062434812,2.4357805898558689,5.2611924272211903
27,0.8948301917992163,-0.59100156588268249,6.1805943601939441
28,1.5229213168513751,-0.61334887502505608,4.1355791219963409
29,2.6654494303531524,0.6744264934907922,2.0691099463220346
30,-1.5700015049639435,-2.41345881065131,4.1704952093980028
31,-1.257855423459294,-1.0859806416384954,2.9347633768994346
32,-2.356756624415425,-1.2963022550769245,2.6992957813715051
33,-0.11221717970288977,2.326029486546827,3.9478582493666154
34,2.1920248557352244,2.5553549628945835,2.9053949928636458
35,-1.8955055034967541,-0.3220614535865311,6.2640800929982845
36,0.16612201687504627,1.4594925726917989,2.9784312441306566
37,-0.60413073912400828,0.80660964082425923,6.127484602088149
38,-0.50352849733153116,-0.4698989487365775,2.8784019676777528
39,1.8451462069598481,-1.4459833530198556,3.03906235513006
40,-2.667358506926333,0.77365225686917738,4.9044366517160842
41,-2.04269280194654,2.6402349406795107,3.7733522939551567
42,1.8528607832323329,0.74148994938549517,5.8242820390045846
43,-2.0768615408035425,-0.80832645105277678,3.7133165143334304
44,-1.5039633752396604,1.5288702842257,0.68555338476371575
45,1.7178700393591959,-2.455886279804278,2.1231391845800589
46,0.18126309180247133,-1.2044604957364748,5.8163531088061617
47,-1.2379046574889139,-0.3579270743380768,2.3030677843534804
48,0.47747763541619037,-1.6307432527734425,3.9317896014332439
49,2.4890523873165815,-0.70671434913379128,2.9090305604496907
