# prefix=N100_job5490719_task3 run_id=3 seed=12348 L=6.9117051837362791 best_feas=4.4997948304851511e-05 N=100
i,cx,cy,theta_rad
0,0.8504152237022925,-1.1381178767746729,3.2752100599164979
1,0.76185305398539249,1.8958192758873564,3.5611112779307517
2,-3.1569640561449894,1.6395650696817925,5.0414973072570763
3,0.57596583484252817,-0.82526098964111438,2.0716999062891728
4,2.552770130690651,2.9130195753194408,1.8778417045258062
5,-0.60238531180419386,2.0640637689434018,0.021301348217641562
6,1.7795995230034942,-1.5765303825892079,2.8917589457402824
7,2.9302415729362048,-1.1163716701168651,5.634195550823625
8,0.84303860637643724,0.24643800306281877,0.98407972086674189
9,-2.9673423157413312,-1.9276624039570032,4.7674247388639097
10,1.5418878187755125,-1.2789676490204589,0.60628925869935923
11,3.2176713474543672,-1.7888171982776941,0.82300773074683675
12,-1.3461337453127469,1.3414854233252098,1.7898175143067672
13,0.90634484234653845,3.1239947901792475,1.1611417436507707
14,2.5540680987140609,1.5811409749497145,4.2360043424975009
15,-0.4834283604916943,0.73358992648305588,1.4469613015855551
16,0.37042066633836318,-0.37848581655658298,5.2920345336474393
17,0.90622086768056598,2.3489467720823218,1.6554642420830206
18,0.96148718152204382,-0.57037832718903902,6.0302469454567218
19,3.1045431993150685,1.8354558630193314,3.5297553402005071
20,3.0431023600186187,-2.4425187094166638,3.4965153661944681
21,2.4652631578630126,-1.3348100029837422,0.76866903284519772
22,3.1577729579973122,-0.21054284588958272,2.310593025943684
23,1.3178079955496353,1.3289382190703101,5.564585989437635
24,2.1755047920069739,0.24082512586682203,2.3799163564107118
25,-1.9183326378232648,-0.64099846680272932,1.0271869395649378
26,-0.23870833304243344,2.8566335690770939,3.3209733341108811
27,1.9683091855590007,-2.185961987834367,4.5635815867974712
28,-3.2313543690236202,0.87058429854495833,5.1676026118278626
29,-3.1466721555984205,0.26388557971902238,4.1699200710691118
30,0.75298958305754726,-3.0782072605705344,4.8187287203280311
31,-1.1766291545530057,-0.64451689739765705,1.953408648654505
32,-3.0934327842774723,-1.2289499136197117,3.9680098585927825
33,-2.1849700695310585,1.4224880811268401,1.6561892025809353
34,-3.2517796208911656,-2.5130593680285327,4.76966171416439
35,-0.12060194116667546,-3.1265116816121163,1.9899207927033822
36,0.12331949662921934,1.631507501353251,4.4226690958532631
37,0.47746134727800682,-1.4490112349938573,2.3997014155573
38,-2.7063245289149673,0.46691012811874122,5.7816082153868784
39,-2.4418528693995656,-0.92994080425491177,0.67174324878936909
40,3.0325510539943528,0.41910416659269517,5.7558628518257402
41,-1.2549017503139268,0.064463570908459014,1.2493191856076322
42,2.7631479419283567,0.27787809154884618,2.8503464257728619
43,-0.0010579735568591701,-2.5705588723878821,5.7365599762861406
44,-1.8715619253933951,-1.1353735912054914,1.9203683834987708
45,0.2867460086781175,1.0037321986443697,4.1921021257737534
46,-2.6078771355024948,-2.9706508954478301,1.7825897770787804
47,2.485910390484662,-3.0755580841361394,4.5378427490993083
48,3.1294743427194676,2.2451998074971957,0.42266594687078524
49,-0.14693808614677681,1.2510425090172388,3.2608578671877195
50,-2.6646784093828844,2.2877236546003976,3.984865099399546
51,2.1382741343257226,-0.37155152507081729,3.6610132645950628
52,-0.91214618055927277,3.0214050654507245,5.0455443173622498
53,2.0150912557053102,-2.8516723937104622,5.3115743765035193
54,-0.82203865164145051,-2.9826078443766537,1.8316846393482882
55,-3.0901216885989484,-0.90491592183426817,0.42793354914528309
56,-1.2891056374030525,-2.5300482099946833,0.65093082567574234
57,1.8823149749994723,-3.1274293495805403,1.9830471616994081
58,2.1513731602106989,1.5772590574074319,2.5474187649032367
59,1.5400975162918618,-0.50238317434676927,3.760388234592972
60,0.43183732268731645,2.6410467214610476,0.47650309562463306
61,-0.70751708284360304,-0.66382758676830189,2.5284076891681813
62,3.2275741501934756,3.0706703943329541,1.0768933794175224
63,-0.77189123486655742,-2.2456170600763068,1.0024901477892911
64,-2.1663515138319513,0.021067630401506148,4.3954786625859956
65,1.2931095744951773,2.5941919935870783,0.11716813613032959
66,1.5386199651072894,0.44992571189090558,2.9016572049072393
67,-0.13812728504549288,-1.593931501905961,0.58524795403371388
68,-1.4704079188147592,2.7727656864209562,5.688880440619724
69,-1.5202746963511473,0.67465160178754091,4.3312488316561666
70,1.8592270617507056,2.2462410099222416,4.079308181123694
71,1.2046443755808123,-2.073858833519445,1.7491279620355351
72,-0.26713005558422698,-0.77909984603030635,5.6791744098551815
73,1.9112684262960922,0.64917167457918745,5.7468550501749887
74,-1.9764005148292969,0.80700552798507919,2.5781323368758491
75,-1.7993819005496099,-3.1171458917632346,1.8784607874875026
76,1.2558109255882721,2.0215650368445583,5.6052441804613844
77,1.6103046669968679,3.0757576521011925,5.0104017473221019
78,-0.88232235225727473,1.1591594878982159,0.18891837621091778
79,1.2031406801183295,0.84745457468181029,1.0554698177220589
80,-2.0279840507210705,3.1089308717716539,4.9833086944555589
81,0.62005219968417935,-2.4814286762736328,2.668355570882595
82,-1.7139615539856339,2.5174193246956516,1.3465620761008057
83,-0.38582516798139638,0.07314490343712185,1.2566962341793837
84,2.807325974016059,1.0420772857774188,2.439792034021449
85,-1.1939463978025548,2.2781776458021064,1.8824358774033343
86,-2.5720711005378929,3.0962949000239544,1.4899935880038693
87,2.4156869106351087,-1.6959587714768098,4.0089495383376086
88,-1.9276584538169033,1.6907684795313935,5.0946484865416517
89,-1.0948742927856279,-0.21262372906514834,4.4669080080091854
90,-2.0231047071793347,-2.1281668623231962,1.7533055216186135
91,2.6767910346457593,2.1208615145042238,0.93972684121300698
92,-3.2328441217409813,2.348652057542219,5.2322365778621025
93,-1.3937542053463168,-1.2071512999829828,2.4367740298270344
94,0.19719891075515827,0.2076190245547033,2.3419697335132086
95,-0.70545035849758675,-1.5780700199590743,1.5729095604883354
96,-2.4264795197114872,-2.6478418160736603,4.8373387242702934
97,-0.54688977262920191,1.5403173654716513,5.4572861028999116
98,-0.26623078595978594,-1.9747770066595713,2.7083083664803591
99,1.6217172264894599,-2.6831343197393274,1.612341396108502
