# prefix=N10_20260424_193109_job5489989_node_00_i12n0_w001 run_id=1 seed=12346 L=2.4677898406538765 best_feas=7.4301425707051705e-06 N=10
i,cx,cy,theta_rad
0,-0.3978413894284098,0.28929173402247571,4.0226349087999997
1,-0.90868130173219197,0.37980621789489183,0.39824583244594558
2,-0.11819259259439405,0.85725335066433295,4.2554826796985221
3,0.1779637292304995,-0.86069063096213372,1.6004562883213438
4,0.85122114370809809,-1.0032754799133288,6.2220148910662791
5,-0.46756370905321504,0.83569069322320944,1.2096013674868404
6,0.69305462853266919,0.011342865074030206,0.82077274539192213
7,-0.9996493491831796,-0.28433342777847453,4.8548563959074533
8,-0.98423494299735081,-0.92810885916846597,5.38737312138388
9,0.96826022107304477,0.73188555721355519,1.05502958299975
