# prefix=N50_job5490722_task5 run_id=5 seed=12350 L=4.6377708224323611 best_feas=1.4473772768058733e-05 N=50
i,cx,cy,theta_rad
0,-1.0500817146222436,-0.10519769315249297,4.6898500088037895
1,-0.99301181275891814,-1.9552993449768468,2.0333553265715629
2,-1.8480403019174592,-1.1624062077123634,3.4627080551637088
3,1.9880395797018144,-0.14496019995200599,5.913632605364783
4,-1.9280531389814448,1.991077728780613,5.1263084171348279
5,2.084576474601282,-2.0352062438350522,0.84336743431575367
6,-1.9862846225387132,0.29653066420699981,2.7274336618678534
7,-1.5019887294456651,1.4961715391562274,5.9103993059096478
8,-0.056002090100675909,0.52444891546825101,1.0599793192017504
9,1.311390676885271,1.5512750954037497,5.6827023702627342
10,-1.2690545852353601,-1.3607411685610551,2.7781319480307203
11,1.6819304276451743,-1.231899481298482,3.976047849230862
12,-1.4404548516228202,0.38247071860860804,0.18281520720876637
13,1.5786915403107711,1.1849341160484992,2.1227450767287945
14,0.49004444231900124,-1.9811514458926367,4.2963920877882664
15,1.9619658231653312,0.65746717057594706,6.1098278358413642
16,-0.10009164142896694,1.99088711868454,5.1177955767942143
17,-1.3481948086451139,-1.0873171935977384,5.9269593158255462
18,-0.90444076681052021,0.74535121083079547,1.0103609677753791
19,1.6407371084578077,-0.18730681771192692,1.6951077466359867
20,1.2852138789385936,-1.0785408575064117,2.5512292978165858
21,1.912739745978808,1.5159511375099115,6.1924518219991915
22,0.47865267139332229,-0.95652492445867721,2.5678854745696755
23,-0.5540092432385173,0.31029040405229397,1.5167142806024259
24,0.5562511325055971,-1.5974219743981366,5.7133710240354265
25,0.58808167307531334,-0.54860790578694729,1.1512650477538073
26,0.2476512659691894,1.0588051741152162,1.7555082758245135
27,1.8884119700299711,-0.54785411287875196,3.4776283558239616
28,1.0025792527486301,1.4893739357516178,2.5444602856341718
29,-0.69898300210324626,-0.68355208676847001,3.0446811999654813
30,1.6518177972031722,0.42505863321889858,1.7904186251487826
31,-1.9833974858771195,1.5836892011037993,2.727207803511325
32,-0.17407598468867405,-0.92596225520824849,3.3348834174745905
33,0.88931609486871321,0.65951549048094027,1.6513892909926704
34,0.42627703758395769,1.7899423624488897,3.3265119338007945
35,-0.97850004436616767,1.9862795982939412,5.1348052931710146
36,1.4571884552573797,-2.1101824360670158,0.14317903411648186
37,0.0030070998166226472,-1.7976006464874075,2.1379661831228267
38,-1.4389230833135433,-0.43207044115960641,0.20497630453525398
39,0.80150533320561579,1.958774311260534,4.9329209693050906
40,-0.078014299051312685,1.3888180904067686,1.0152950062914374
41,-1.9449237294105022,-2.0825788105311704,0.37091037112300573
42,-0.68180202377362498,1.1673672569893532,0.53902294854968935
43,0.26472473644496403,0.19162292736832715,1.6581786911523457
44,-1.8463319852039217,-0.46543830714093193,2.6086968476306627
45,-0.37261326201472433,-0.38385577707901558,4.2554276786091538
46,-0.59650584206408297,-1.5233089367526691,2.9651174895620684
47,0.49629085960083763,0.022108527655516675,4.6019164038409643
48,-2.0371420425799269,0.63242610295193147,5.6441487829866928
49,1.3775381689366586,-0.73112195345260977,1.0126289062602774
