# prefix=N100_job5490048_task1 run_id=1 seed=12346 L=9.5791780566834994 best_feas=7.8360968446108435e-11 N=100
i,cx,cy,theta_rad
0,-4.4584302633077737,1.052687843592091,4.4335042096105202
1,1.7242715047523876,-1.6953962537866099,4.368373194034544
2,0.59926790207795699,-2.3841511182244157,0.96757712342378388
3,2.1127554005505038,-3.0918585132151422,2.1966965565550924
4,-4.2786246667640091,3.5816158698374547,2.8435892181811857
5,1.3175850592995813,4.157850509626849,4.9847806689480372
6,1.1724545834638709,2.6474635827083728,0.50630910762528047
7,0.92495016029706478,3.6438542492020014,4.4706721159875027
8,4.0519878337920643,2.4761111240913576,5.3698940210939039
9,2.7520461541630428,3.3197686799346111,0.31130855081766651
10,2.5311584923122776,-2.4784237080688363,5.9989117197338544
11,-3.341797663869345,3.483875785166469,3.6230638999759734
12,-3.8104991504542296,3.8748665829588447,1.3337259009392939
13,1.213540852995862,-0.37210832590456466,2.562171228938761
14,3.4408639942056314,-3.6606562108199938,2.3001860113190888
15,0.49612347236589116,3.3332343650311289,3.447787222145799
16,-1.4526894801419195,-3.4744168917687821,0.0011333158062278416
17,3.1517882878967396,-1.463237198750269,4.2229874961608402
18,3.4282932607633372,1.8346713912931596,5.3427891676681973
19,0.51649526338645702,4.3789101220070989,4.9690097137173153
20,-4.3139277493527004,0.35506394212945153,3.1767345115462708
21,-4.383381082160998,1.9064729295411633,2.7280124523841565
22,0.11318687986620479,1.0659453065201325,3.411660842296814
23,-2.5699442004522477,2.1898489262499718,1.6948276360549739
24,2.2610510787659841,0.8781461852952015,5.7537948016450704
25,-2.5207461710127359,1.6427434125669438,4.236539561145122
26,2.7291062849233088,2.019272423970023,5.9754399423339821
27,0.84818786911643174,0.26998994660033138,5.3335762340977233
28,-1.205836407025743,1.055397444333976,6.2659697228401727
29,-1.8126046510573295,3.0821938322242066,4.3723178702541148
30,-0.93925952883821329,-0.3430026713632357,1.9705925238857134
31,1.6032648216870953,1.0680090566809592,2.1437523150173892
32,1.5841380189620322,2.3199603524667021,5.3982594680616991
33,-0.36678310784084334,3.218557246487967,0.70016360806156674
34,4.3387688680365786,-1.0650955735506014,3.7027145524325551
35,-3.6482417550415529,1.9139450286263078,2.9355048074290551
36,2.3363113550926102,0.26012476788055294,0.77239134054927117
37,-0.86269385370251594,-2.2216839157786121,0.37582401916128161
38,-3.8870713625534079,2.5172018133699225,5.8312099482136848
39,1.1643117267346521,1.9875707394424309,3.0133923732237151
40,-2.6953401027248391,0.40056653014945121,5.5954480829954587
41,-0.76836198830348612,-3.4935373177851043,5.1812870311306716
42,-2.2122151836848913,-1.3515919894844128,0.29639372590101953
43,-0.021266977117315622,-1.1673124436717512,3.534279212134448
44,-2.5946293835138361,-1.580143478767734,1.7819972075424815
45,4.446169507639139,4.4255836392514505,3.4349402700676035
46,-1.527236383699667,-1.3707645962285078,0.74310907345466459
47,0.00070276805705245943,-4.2550147795014883,5.6857156997766021
48,2.2295900374549822,-4.2262256827726361,5.1490284413951777
49,-4.0950334858738451,-1.5116868626496567,6.1457462760232637
50,1.6701416725005016,-0.4530627021248913,6.1037744012931228
51,3.4720404961852274,0.51810200018214569,0.48176374666722249
52,0.61025936473158615,1.4093485515967143,3.3793892443083315
53,-4.4102882766712348,-0.60696930340598731,3.0758236612258907
54,1.2558717581135346,-2.6800408882959954,5.5881724225424643
55,-1.4447306183630821,0.18224018507662249,1.0622662651443651
56,-1.2782538101712437,4.2978493106695197,4.2606788697433622
57,-3.5007366879496344,4.4221914662130732,1.4098753495943703
58,3.493670349475682,-3.2550499326283018,5.5045194967055906
59,2.9974473685590692,-0.46159393107844049,3.4853008625821857
60,3.961979016512498,-3.4740089181978195,3.8604909186209264
61,3.6410392390444639,2.7248798541237433,2.2134752182117685
62,-3.6404155504115141,-0.47549014430997499,4.5950099189125551
63,3.7659616587039779,-4.3654039325916312,4.2355191962028851
64,-3.1742831674590395,-2.4491417109664426,0.67568115909942961
65,-0.79658915604877545,1.7806353379720978,4.2230043821964305
66,4.0258990164067185,-0.89272151829126656,0.61279637348261506
67,-1.544198608619342,-2.0333440024138851,2.9296392591305569
68,-0.58913210135319194,-4.4902617224372792,6.0517787371777754
69,-0.91791495552132618,0.84718768818749735,3.9973311418484871
70,0.93878945986068729,-1.5786845745031317,4.9817934996004016
71,3.7030674110259767,-2.0955258830528045,2.4707074983536423
72,-3.2320764416160626,-2.8125098922759171,3.4060660032630383
73,-3.457011247652988,-4.2602344574596236,4.1242543304833195
74,-2.0161695249281855,4.274265976962905,3.4035875273911476
75,1.9010275546824416,3.5993487543054727,5.4354904731401508
76,4.4577626554693337,1.7694888547642487,2.4677860202271482
77,-2.2034915106130875,3.0946235215631308,0.51435530189184664
78,4.0744952681199127,0.84277325668919256,5.4865040664766953
79,-0.99778479394042452,2.4333946132174584,5.319104091138616
80,-2.0353022520531852,-4.5357281170432318,6.2152431462387723
81,-3.5466376773285266,1.0893862027769061,4.5149077495286667
82,-2.5950413297022958,-4.117881949335878,6.0385225283700095
83,-0.49906250171630245,-1.5295108461827887,3.5169897916305488
84,-2.0530953949203754,-0.26614641279528034,0.94655187324071988
85,0.29056610094642443,-3.2441161724361001,5.5020252532774387
86,-3.4906717964537712,-3.6392916390047789,0.27646510368084953
87,-1.3698154405298735,-4.5143180079101199,5.6868745660027251
88,4.213459751127969,3.7573496337821211,1.2824149373036129
89,4.4263201590366892,-2.991303777066332,3.4100238369517517
90,-4.0444518490229919,-3.1073595942498873,2.4076890963469593
91,-2.7440285220479947,-3.1661172785748608,5.3572502605721199
92,0.96048182386576209,-3.640564201113996,3.9811967053795589
93,-4.0359033479289357,-2.7371616984914602,6.0413051604305172
94,2.0931242949204685,-1.0536249008842593,4.71259620006155
95,-2.2346074504503526,-2.2896375274842464,3.8246807383548904
96,4.5600699048789686,0.13884667172680826,2.0593222775525604
97,2.7339124427963428,4.3874239808778182,4.9996765178361242
98,3.2311191553027774,0.0020954159530069544,0.69385184912696785
99,-1.4116651501750848,2.0643331215379619,3.0779428721190576
