# prefix=N50_job5490044_task6 run_id=6 seed=12351 L=4.7500284855572383 best_feas=0 N=50
i,cx,cy,theta_rad
0,-0.42306516082844325,0.22823691692232731,3.8737353657170068
1,-2.0462476054209944,1.4680465492844916,2.7743099134251827
2,-0.69355531902018952,-2.1652027639929061,5.64694436095815
3,-1.7114889682212224,1.5703744342372392,5.9321326749907923
4,-0.041793852636009057,0.83356484234017336,6.272100014125777
5,1.5552502648908195,-0.30363871417290883,4.7756113628352752
6,0.71845760661539382,0.75994786790085933,4.9406595778283053
7,0.99650607464556129,-1.1624780317588166,1.1214839208773844
8,0.46268208146256717,-1.4579158389400844,3.7643468462483782
9,0.15404620161094099,-0.68568722048535991,1.8384691537355069
10,-0.01852186497445155,2.1498486743236551,2.7271816712229326
11,2.1107831237432353,1.9906128362897675,1.0963528305823602
12,-1.2237971047461822,1.8795686000216283,4.0709666915624929
13,-0.4173128041674376,0.68107348892943564,1.8946970821946498
14,0.89512191646205763,0.23993242884485358,2.9031904958184329
15,0.06745051731028498,-1.6413570273413154,2.555605985150418
16,2.0489585013907265,0.072962665855322226,5.8750708731606016
17,-2.1585042840803053,2.031228910068728,5.1126554904369161
18,-1.8614545665363684,0.23796568172651342,2.5242009660761204
19,0.41145600693144169,-0.38429383396222316,0.62874146340783377
20,1.0500804943175233,-0.64057791035044331,5.999192361719393
21,-0.73541807761259204,-1.6148000477492124,0.79341160607458994
22,-0.45335121303438636,-0.43590768351494291,1.0048845825262618
23,-0.87037259885056517,-0.91851462344879187,0.29008936379946326
24,2.0019522207050775,1.6054767107529802,2.3245632477070095
25,-1.9199524377123569,-2.1584235795202793,0.60217846181565515
26,-1.3131346349825308,0.2021771158169576,4.7089881178218631
27,1.3883095218790138,-0.9894355628094218,5.4012055949486939
28,1.5692971965715117,0.12055772735916273,0.87270716850998686
29,2.0467722054425246,-1.0026688499863969,2.270486814302497
30,-0.48924816965344714,-1.2655112018180634,4.8249548032547862
31,0.54637532569813685,2.1139143197497559,2.6813621232010214
32,-0.3978912187090976,1.2311012676179458,1.6660913911444373
33,-1.2360398693751731,-2.0414980223264516,1.0361289758253338
34,1.4573349950098868,-2.0174474333748673,4.3065008856935592
35,1.2476270471258946,-1.4498373175796533,2.7511293325033113
36,-0.54249107885226855,2.0311721720420688,1.1559933540331586
37,-1.9270839758877925,0.83492182894708744,3.9568839037044974
38,0.46560206659760439,1.1796984985005343,5.8900156080240071
39,1.1178469438707621,1.2387041297429044,0.31290803008962925
40,-1.4643490777748867,0.92016094783429225,4.6137194163439332
41,2.0721844503511142,1.0392255501759982,2.5355007001629124
42,-2.0789323270593072,-1.2572523830417981,4.1131243066348837
43,0.20762008001225238,0.56805545793420031,3.6352136036500071
44,-1.3338847551828545,-0.2348807970271086,1.7063273889038646
45,2.0447556995595533,-1.9053026256057304,5.8590726072437196
46,-1.53469065411312,-0.91157180106239755,3.2945491313381616
47,0.28688415144834467,-2.0452823096797963,4.3136032451654946
48,-2.1489341989280777,-0.81770843122441161,5.1360313870511671
49,1.4737124514010083,1.7504768710819498,0.87818593056145888
