# prefix=N84_job5048485_task84 run_id=84 seed=12345 L=7.6298237164580129 best_feas=0 N=84
i,cx,cy,theta_rad
0,-1.2091081806321375,-0.71993740833768993,4.2258459345487918
1,-3.5861769920194781,2.4565179661105883,4.8383263726148744
2,3.4405933628698104,0.31364275928115631,2.4143352497801462
3,0.083922726686363608,-1.8718824168613444,3.3481844077484748
4,-0.046614475855087129,0.37396629736004094,5.4319886842857477
5,2.5580280973531728,-3.2498690444603291,5.5452707172979405
6,3.5148136431062875,-1.9541977193439848,1.5236036908759241
7,-3.4303151533106768,-3.2511854288103184,4.0760729920778562
8,2.4103334193147159,0.4900468455709262,4.4660173179779861
9,-2.3554987471156723,2.1077915619945879,2.2983312367043518
10,-0.65555793463204814,0.37125667913175586,0.068484275913044179
11,1.407735101518961,-0.13344708253561821,6.0372950404021735
12,-0.64375824705290596,1.3042811268929557,4.9896569966257287
13,-2.9937946466821241,-2.7746575813705747,1.2775948811403655
14,0.057261796474370019,-2.8488398222940567,1.7046023730381961
15,1.9351798769624819,-1.3601165705688747,1.3579680073038187
16,-0.47290949823477135,-2.5424788265255192,0.40027086727136652
17,2.8737351067063042,-1.5213110760273092,0.73096680817110871
18,2.39737188725623,-1.6610529185279481,2.0629839183747931
19,0.46231296671183669,2.6202656829475357,3.3551302631075273
20,1.3554921470501897,3.4776950818594572,2.4957096200828808
21,-3.4194694170278424,-0.37569000560954857,2.8174004652340372
22,-0.63136587976252279,-1.5519645339319839,5.2386762173849046
23,-2.6735312142252399,-0.19071793624090966,2.6891802241777731
24,-3.0706721000130752,1.2599865939180264,2.3001537303641615
25,-1.1318244602672696,1.1089378715695855,3.1180749980714793
26,0.19476515600911343,1.8610263035457681,0.79674234404467947
27,0.10696035014557004,-0.028042344611661274,3.5250388957651237
28,1.4774120946852867,-2.8770765273434895,5.9864615223885895
29,2.820850377534692,-0.72181237698299405,5.1537285102504216
30,-3.492231771529156,0.23079285579632891,4.5307880931262297
31,-0.88854789596300487,-3.3996832691358887,1.486437451793408
32,-2.1688997595170951,-2.300652376360131,5.8790857910490208
33,1.8716361914266926,-0.70383850926277036,1.806721830223661
34,-1.4066762202956102,1.7327471344170648,1.7117374830075123
35,-2.5300303123955139,3.1070007555069465,1.4493542543713684
36,0.097198603815613294,3.0910980353493551,4.8943197758034414
37,0.036260413293179306,-0.89711966209740757,3.9305158068560462
38,-2.2871512838230244,-0.71049245653886173,2.1262761579724807
39,-2.1285631188783922,0.12109417246606521,0.50854849245282951
40,1.1851173775901533,0.66421553987418291,2.7175450538383412
41,-1.1180701547921135,-2.6391575618502281,2.4836554991467867
42,2.1740069914483797,-2.4681356622260839,3.0133929238618182
43,2.2146071841695201,3.3516366858140607,1.1101803174639941
44,3.3890162244938784,-1.4766810050263268,6.1396442909302831
45,-3.4087432745624868,1.8626622652679483,5.5147409132561611
46,3.1132861423289673,3.0681449340516043,1.9962524029556508
47,-0.46093740635097513,3.1423175200530737,5.5039673319815225
48,0.72435889316804125,-2.854211353445633,5.9503489693656846
49,0.71942600659275802,-1.7715196620315397,4.4036960701118355
50,0.88888931855327591,-0.47107365488062158,4.7161618822184312
51,2.0698675806987854,0.89094867076885875,1.2596525160298022
52,-2.9979784570204164,0.65364011516191756,3.7313342169063159
53,-1.4662582711372278,-1.0744484168160424,3.4751214013495226
54,-1.3142762625843645,0.16739078990583289,2.985058890168951
55,-2.92964231072721,-1.4623596971652144,0.71865442436331228
56,-2.5412799386962139,-3.4269366715057417,6.2814507699815429
57,-0.36073596031497268,-3.4516083714083257,4.6431160439421655
58,-1.591656351789682,2.318386819848139,5.6142785827142996
59,3.2383726498062497,2.2780781718095606,5.6007249299490418
60,-1.8355968876300626,2.9384881445671649,2.5356884587933974
61,-1.0726877231855154,3.2877674844823161,1.0156485102105028
62,2.7505126000875753,-2.3532007090380516,4.6672851136347537
63,1.0339067083360998,1.4973091300093082,4.6323765061124798
64,-2.1602960677422787,-0.20778654457839585,3.8957875072607475
65,1.075131390123921,-3.4689751792855086,1.0433921369908554
66,1.8240587195141043,-3.4552232455056751,4.4972829254483395
67,1.0877899143523897,2.5727027220095717,5.6930166591538303
68,2.8453244368909214,1.0799002743034711,4.3153041158884058
69,-3.1577686161940965,-2.179301146936043,0.8761284307927939
70,2.2683784469061665,1.683126880259121,6.1176279544046759
71,-1.9126775161602416,-2.7333311478812168,3.1439837171052556
72,1.4494140948183973,2.1001238654667338,3.8071053544559352
73,2.8513018736434024,1.6731081452681382,4.6109550525391301
74,2.5110654181647303,-0.22244877911505534,1.0276830376907415
75,-1.8021649898942358,0.85917793292244293,1.1299846907628301
76,-0.67405722906735788,1.9772318432990477,2.2354078513866393
77,1.8659045874458513,2.5346004332263452,0.024121126180926961
78,0.86947322617889022,-1.2875171944947605,0.82011008461928925
79,3.333609697211211,-3.4412187823115388,1.9450036988347492
80,-1.6686464758466935,-2.0562082910918704,4.3838118257544458
81,-2.295057822802856,-1.4037099410920535,4.5536890534214054
82,0.32690092198647391,1.4451668250853418,4.109891801667656
83,-0.33484794991362499,-0.5127458505445841,0.87673390293259346
