run_id,seed,method,N,R,probe_idx,wall_sec_start,wall_sec_end,L_lo,L_hi,L_mid,slice_budget_sec,slice_used_sec,feasible,min_energy,min_feas,resample_events,L_best,bracket_width
0,1000,erms,50,10,0,0.00,10.00,6.308031,9.111600,6.308031,10.00,10.00,0,5.643955e-02,5.643955e-02,459,,2.803569
0,1000,erms,50,10,1,10.00,20.00,7.709815,9.111600,7.709815,10.00,10.00,0,1.001277e-02,1.001277e-02,598,,1.401785
0,1000,erms,50,10,2,20.00,30.00,8.410707,9.111600,8.410707,10.00,10.00,0,1.315736e-04,1.315736e-04,1076,,0.700892
0,1000,erms,50,10,3,30.00,40.00,8.761154,9.111600,8.761154,10.00,10.00,0,6.390570e-05,6.390570e-05,1443,,0.350446
0,1000,erms,50,10,4,40.00,50.00,8.936377,9.111600,8.936377,10.00,10.00,0,3.059968e-04,3.059968e-04,997,,0.175223
0,1000,erms,50,10,5,50.00,64.00,8.936377,9.023988,9.023988,20.00,14.00,1,0.000000e+00,0.000000e+00,1320,9.023988,0.087612
0,1000,erms,50,10,6,64.00,64.00,8.936377,8.980182,8.980182,20.00,0.00,1,0.000000e+00,0.000000e+00,20,8.980182,0.043806
0,1000,erms,50,10,7,64.00,64.00,8.936377,8.958280,8.958280,20.00,0.00,1,0.000000e+00,0.000000e+00,1,8.958280,0.021903
0,1000,erms,50,10,8,64.00,64.00,8.936377,8.947328,8.947328,20.00,0.00,1,0.000000e+00,0.000000e+00,0,8.947328,0.010951
0,1000,erms,50,10,9,64.00,65.00,8.936377,8.941852,8.941852,20.00,1.00,1,5.519309e-07,5.519309e-07,7,8.941852,0.005476
