run_id,seed,method,N,R,probe_idx,wall_sec_start,wall_sec_end,L_lo,L_hi,L_mid,slice_budget_sec,slice_used_sec,feasible,min_energy,min_feas,resample_events,L_best,bracket_width
1,2000,erms,50,10,0,0.00,10.00,6.308031,9.111600,6.308031,10.00,10.00,0,4.048519e-02,4.048519e-02,502,,2.803569
1,2000,erms,50,10,1,10.00,20.00,7.709815,9.111600,7.709815,10.00,10.00,0,3.387286e-03,3.387286e-03,930,,1.401785
1,2000,erms,50,10,2,20.00,30.00,8.410707,9.111600,8.410707,10.00,10.00,0,8.780830e-04,8.780830e-04,950,,0.700892
1,2000,erms,50,10,3,30.00,40.00,8.761154,9.111600,8.761154,10.00,10.00,0,1.748319e-05,1.748319e-05,1405,,0.350446
1,2000,erms,50,10,4,40.00,50.00,8.936377,9.111600,8.936377,10.00,10.00,0,9.164766e-04,9.164766e-04,853,,0.175223
1,2000,erms,50,10,5,50.00,65.00,8.936377,9.023988,9.023988,20.00,15.00,1,0.000000e+00,0.000000e+00,1930,9.023988,0.087612
1,2000,erms,50,10,6,65.00,65.00,8.936377,8.980182,8.980182,20.00,0.00,1,5.901448e-07,5.901448e-07,16,8.980182,0.043806
1,2000,erms,50,10,7,65.00,65.00,8.936377,8.958280,8.958280,20.00,0.00,1,0.000000e+00,0.000000e+00,1,8.958280,0.021903
1,2000,erms,50,10,8,65.00,65.00,8.936377,8.947328,8.947328,20.00,0.00,1,0.000000e+00,0.000000e+00,13,8.947328,0.010951
1,2000,erms,50,10,9,65.00,65.00,8.936377,8.941852,8.941852,20.00,0.00,1,1.304912e-08,1.304912e-08,1,8.941852,0.005476
