run_id,seed,method,N,R,probe_idx,wall_sec_start,wall_sec_end,L_lo,L_hi,L_mid,slice_budget_sec,slice_used_sec,feasible,min_energy,min_feas,resample_events,L_best,bracket_width
3,42,pt,50,10,0,0.00,10.00,6.308031,9.111600,6.308031,10.00,10.00,0,2.116779e+00,2.116779e+00,0,,2.803569
3,42,pt,50,10,1,10.00,20.00,7.709815,9.111600,7.709815,10.00,10.00,0,1.392759e+00,1.392759e+00,0,,1.401785
3,42,pt,50,10,2,20.00,30.00,8.410707,9.111600,8.410707,10.00,10.00,0,1.122925e+00,1.122925e+00,0,,0.700892
3,42,pt,50,10,3,30.00,40.00,8.761154,9.111600,8.761154,10.00,10.00,0,4.076127e-01,4.076127e-01,0,,0.350446
3,42,pt,50,10,4,40.00,50.00,8.936377,9.111600,8.936377,10.00,10.00,0,8.305364e-01,8.305364e-01,0,,0.175223
3,42,pt,50,10,5,50.00,70.00,9.023988,9.111600,9.023988,20.00,20.00,0,9.452021e-01,9.452021e-01,0,,0.087612
3,42,pt,50,10,6,70.00,90.00,9.067794,9.111600,9.067794,20.00,20.00,0,1.786225e+00,1.786225e+00,0,,0.043806
3,42,pt,50,10,7,90.00,110.00,9.089697,9.111600,9.089697,20.00,20.00,0,1.461133e+00,1.461133e+00,0,,0.021903
3,42,pt,50,10,8,110.00,130.00,9.100648,9.111600,9.100648,20.00,20.00,0,1.186372e+00,1.186372e+00,0,,0.010951
3,42,pt,50,10,9,130.00,150.00,9.106124,9.111600,9.106124,20.00,20.00,0,9.165183e-01,9.165183e-01,0,,0.005476
3,42,pt,50,10,10,150.00,190.00,9.108862,9.111600,9.108862,40.00,40.00,0,1.247106e+00,1.247106e+00,0,,0.002738
3,42,pt,50,10,11,190.00,230.00,9.110231,9.111600,9.110231,40.00,40.00,0,7.234262e-01,7.234262e-01,0,,0.001369
3,42,pt,50,10,12,230.00,270.00,9.110915,9.111600,9.110915,40.00,40.00,0,1.030343e+00,1.030343e+00,0,,0.000684
3,42,pt,50,10,13,270.00,310.00,9.111258,9.111600,9.111258,40.00,40.00,0,6.011224e-01,6.011224e-01,0,,0.000342
3,42,pt,50,10,14,310.00,350.00,9.111429,9.111600,9.111429,40.00,40.00,0,2.047611e+00,2.047611e+00,0,,0.000171
3,42,pt,50,10,15,350.00,360.00,9.111514,9.111600,9.111514,10.00,10.00,0,1.222887e+00,1.222887e+00,0,,0.000086
